,Bal,Brick,District,Floor,ID,Kitsp,Lift,Link,Livesp,Metrdist,New,Nfloor,Price,Remont,Tel,Totsp,Walk,dist,lat,lon,rooms
3467,–,0,4,5,3467,10.5,1,http://www.cian.ru/sale/flat/150556709/,17.7,35.0,1,5.0,2770197,,,38.4,0.0,42.037074105271415,55.452918,37.283255,1
3468,–,0,4,1,3468,5.0,–,http://www.cian.ru/sale/flat/150246850/,22.0,30.0,0,3.0,2790000,отсутствует,0.0,32.0,1.0,21.367426399251315,55.524763,37.478325,2
3469,–,0,4,1,3469,5.0,–,http://www.cian.ru/sale/flat/150890199/,25.0,30.0,0,3.0,2790000,отсутствует,,32.0,1.0,20.948182783173106,55.52407,37.483786,1
3470,1,0,4,5,3470,,1,http://www.cian.ru/sale/flat/148598518/,20.0,,1,5.0,2800000,,,39.1,,41.85351309755648,55.453886,37.284827,1
3471,0,0,4,13,3471,,1,http://www.cian.ru/sale/flat/150198146/,,14.0,1,22.0,2892000,,,24.1,0.0,19.07059580674463,55.57668,37.481457,1
3472,1,0,4,24,3472,,1,http://www.cian.ru/sale/flat/151051988/,,4.0,1,32.0,5405810,,,39.1,0.0,11.338753973279704,55.648167,37.704316,2
3473,–,0,4,6,3473,32.0,1,http://www.cian.ru/sale/flat/149433619/,80.1,20.0,0,9.0,16200000,косметический,0.0,152.0,0.0,23.7848964767101,55.533705,37.446623,5
3474,1,0,4,9,3474,,1,http://www.cian.ru/sale/flat/150500374/,,10.0,1,15.0,2180335,,,23.0,1.0,21.363357774322147,55.590994,37.452291,1
3475,–,0,4,1,3475,6.0,–,http://www.cian.ru/sale/flat/50908703/,33.0,,0,5.0,2900000,косметический,,47.0,,34.40076534310714,55.360085,37.404663,3
3476,1,0,4,1,3476,11.7,0,http://www.cian.ru/sale/flat/151073077/,30.6,,1,,2900000,,,51.5,,80.02952308804512,55.500254,36.916482,2
3477,–,0,4,1,3477,9.0,–,http://www.cian.ru/sale/flat/150188332/,17.0,,0,5.0,2900000,косметический,0.0,35.0,,46.752907671942644,55.523519,37.221514,1
3478,1,0,4,2,3478,5.0,–,http://www.cian.ru/sale/flat/150987421/,25.0,15.0,0,3.0,2920000,отсутствует,,36.0,1.0,23.48541447491089,55.632357,37.421479,1
3479,1,0,4,2,3479,4.0,–,http://www.cian.ru/sale/flat/149482054/,30.0,18.0,0,3.0,2920000,отсутствует,,37.0,1.0,23.48541447491089,55.632357,37.421479,1
3480,–,0,4,4,3480,10.6,1,http://www.cian.ru/sale/flat/150556690/,14.1,35.0,1,5.0,2954711,,,40.5,0.0,42.037074105271415,55.452918,37.283255,1
3481,0,0,4,7,3481,4.4,1,http://www.cian.ru/sale/flat/150197872/,12.1,14.0,1,22.0,2963100,,,24.9,0.0,19.07059580674463,55.57668,37.481457,1
3482,1,0,4,2,3482,6.0,1,http://www.cian.ru/sale/flat/150335596/,17.7,25.0,1,5.0,2972800,,,32.7,0.0,33.056704476084434,55.518242,37.355143,1
3483,1,0,4,7,3483,,1,http://www.cian.ru/sale/flat/148295736/,,,1,7.0,2979778,,,30.8,,57.07884331105729,55.592683,37.116483,студиявЖК«Медоваядолина»
3484,0,0,4,2,3484,,1,http://www.cian.ru/sale/flat/150198086/,,14.0,1,22.0,2983500,,,25.5,0.0,19.07059580674463,55.57668,37.481457,1
3485,1,0,4,2,3485,6.0,1,http://www.cian.ru/sale/flat/150289838/,17.8,25.0,1,5.0,2988800,,,32.8,0.0,33.056704476084434,55.518242,37.355143,1
3486,1,0,4,2,3486,4.0,–,http://www.cian.ru/sale/flat/150997186/,22.0,,0,3.0,2990000,отсутствует,,29.0,,23.22918742951992,55.551181,37.44603,1
3487,–,0,4,3,3487,,–,http://www.cian.ru/sale/flat/150356639/,20.0,20.0,0,3.0,2990000,отсутствует,,34.0,1.0,20.588127463130068,55.629303,37.449875,1
3488,–,0,4,3,3488,6.0,–,http://www.cian.ru/sale/flat/151034272/,34.0,16.0,0,3.0,2999444,косметический,1.0,40.0,0.0,31.887523212216013,55.656042,37.340047,2
3489,1,0,4,5,3489,6.0,–,http://www.cian.ru/sale/flat/149950510/,18.0,,0,5.0,3000000,косметический,,32.0,,77.70813389692887,55.46434,36.942255,1
3490,1,0,4,2,3490,6.0,–,http://www.cian.ru/sale/flat/149032366/,25.0,,0,4.0,3000000,косметический,,43.0,,52.93900039963777,55.535875,37.161588,2
3491,0,0,4,4,3491,5.1,1,http://www.cian.ru/sale/flat/151098398/,14.1,5.0,1,18.0,3003800,,,23.0,0.0,20.163662558537748,55.54265,37.483912,1
3492,–,0,4,1,3492,11.9,1,http://www.cian.ru/sale/flat/150556689/,18.1,35.0,1,5.0,3004739,,,39.3,0.0,42.037074105271415,55.452918,37.283255,1
3493,0,0,4,15,3493,,1,http://www.cian.ru/sale/flat/150196757/,,14.0,1,22.0,3025800,,,24.6,0.0,19.07059580674463,55.57668,37.481457,1
3494,0,0,4,5,3494,,1,http://www.cian.ru/sale/flat/148295643/,,,1,7.0,3049402,,,29.5,,57.07884331105729,55.592683,37.116483,студиявЖК«Медоваядолина»
3495,0,0,4,2,3495,,1,http://www.cian.ru/sale/flat/151097751/,,5.0,1,18.0,3059500,,,29.0,0.0,20.163662558537748,55.54265,37.483912,1
3496,0,0,4,6,3496,5.0,1,http://www.cian.ru/sale/flat/150508215/,11.2,5.0,1,9.0,3069000,,,22.5,0.0,20.163662558537748,55.54265,37.483912,1
3497,1,0,4,2,3497,7.0,–,http://www.cian.ru/sale/flat/150514415/,33.0,25.0,0,3.0,3080000,отсутствует,,42.0,1.0,33.78440791137801,55.646675,37.323715,свободнаяпланировка
3498,1,0,4,3,3498,10.2,–,http://www.cian.ru/sale/flat/148883995/,16.0,,0,4.0,3080000,отсутствует,,33.5,,53.08829706950605,55.536278,37.160141,1
3499,1,0,4,1,3499,6.0,–,http://www.cian.ru/sale/flat/149950634/,18.0,,0,5.0,3100000,косметический,,31.0,,77.49858775674035,55.465381,36.944051,1
3500,1,0,4,8,3500,9.8,1,http://www.cian.ru/sale/flat/148747824/,27.7,20.0,1,17.0,5239500,,,50.0,1.0,35.56370767088545,55.700966,37.93937,2
3501,0,0,4,1,3501,5.0,1,http://www.cian.ru/sale/flat/150508214/,11.2,5.0,1,9.0,2941120,,,22.4,0.0,20.163662558537748,55.54265,37.483912,1
3502,1,0,4,7,3502,7.0,1,http://www.cian.ru/sale/flat/144019858/,15.6,,0,17.0,3814200,отсутствует,,32.6,,35.32490133640359,55.701572,37.937247,1
3503,1,0,4,2,3503,11.0,1,http://www.cian.ru/sale/flat/148057975/,20.0,,1,4.0,3100000,,,39.0,,33.81937793420787,55.552113,37.339166,1
3504,0,0,4,15,3504,4.5,1,http://www.cian.ru/sale/flat/150197297/,10.5,14.0,1,24.0,3102000,,,23.5,0.0,19.07059580674463,55.57668,37.481457,1
3505,0,0,4,11,3505,,1,http://www.cian.ru/sale/flat/150198056/,,14.0,1,22.0,3108000,,,25.9,0.0,19.07059580674463,55.57668,37.481457,1
3506,1,0,4,2,3506,,–,http://www.cian.ru/sale/flat/150970546/,27.3,17.0,0,3.0,3130000,косметический,1.0,36.9,1.0,19.53029446294539,55.631356,37.459684,студия
3507,0,0,4,13,3507,4.5,1,http://www.cian.ru/sale/flat/150197292/,11.7,14.0,1,24.0,3136900,,,24.7,0.0,19.07059580674463,55.57668,37.481457,1
3508,1,0,4,2,3508,8.0,1,http://www.cian.ru/sale/flat/150583973/,18.0,15.0,1,14.0,3140000,,,33.0,0.0,40.39784202120146,55.620652,37.266062,1
3509,1,0,4,12,3509,10.0,1,http://www.cian.ru/sale/flat/149048575/,20.0,,0,17.0,3150000,отсутствует,0.0,45.0,,86.35138852018403,55.42944,36.867102,1
3510,1,0,4,4,3510,,1,http://www.cian.ru/sale/flat/149450459/,14.1,10.0,1,6.0,3153183,,,26.8,0.0,18.20444154602615,55.504134,37.536212,1
3511,1,0,4,6,3511,5.0,1,http://www.cian.ru/sale/flat/151077886/,13.6,10.0,1,6.0,3153183,,,26.8,0.0,18.160087002865588,55.50261,37.538413,1
3512,1,0,4,5,3512,,1,http://www.cian.ru/sale/flat/148295667/,,,1,7.0,3172385,,,34.4,,57.07884331105729,55.592683,37.116483,1
3513,1,0,4,12,3513,5.2,1,http://www.cian.ru/sale/flat/150335529/,19.3,25.0,1,12.0,3175600,,,34.1,0.0,33.056704476084434,55.518242,37.355143,1
3514,–,0,4,5,3514,5.0,1,http://www.cian.ru/sale/flat/149801107/,12.0,18.0,1,9.0,3190000,,,23.0,1.0,20.057557044847464,55.541495,37.485736,1
3515,–,0,4,1,3515,4.0,–,http://www.cian.ru/sale/flat/151027163/,15.0,,0,3.0,3200000,отсутствует,,21.0,,23.22918742951992,55.551181,37.44603,1
3516,–,0,4,1,3516,3.0,–,http://www.cian.ru/sale/flat/151027069/,17.0,,0,3.0,3200000,отсутствует,,21.0,,23.22918742951992,55.551181,37.44603,студия
3517,1,0,4,4,3517,6.0,–,http://www.cian.ru/sale/flat/151026531/,17.2,10.0,0,4.0,3200000,косметический,0.0,29.5,0.0,17.85612633331658,55.514009,37.53331,1
3518,1,0,4,5,3518,12.2,1,http://www.cian.ru/sale/flat/151129673/,18.0,17.0,1,19.0,3249988,,,42.9,0.0,35.87660576798263,55.624017,37.307231,1
3519,1,0,4,5,3519,12.2,1,http://www.cian.ru/sale/flat/151129862/,18.0,17.0,1,19.0,3250004,,,43.2,0.0,35.87660576798263,55.624017,37.307231,1
3520,–,0,4,5,3520,10.6,1,http://www.cian.ru/sale/flat/149469928/,21.0,35.0,1,5.0,3258727,,,42.2,0.0,42.037074105271415,55.452918,37.283255,1
3521,0,0,4,6,3521,,0,http://www.cian.ru/sale/flat/150488623/,,15.0,1,7.0,3262574,,,41.8,0.0,29.07886683154072,55.519412,37.395328,1
3522,1,0,4,5,3522,5.2,1,http://www.cian.ru/sale/flat/150335536/,19.8,25.0,1,12.0,3269000,,,35.1,0.0,33.056704476084434,55.518242,37.355143,1
3523,1,0,4,11,3523,5.2,1,http://www.cian.ru/sale/flat/150928045/,19.8,25.0,1,11.0,3269000,,,35.2,0.0,33.110530017979514,55.516569,37.355069,1
3524,0,0,4,1,3524,,1,http://www.cian.ru/sale/flat/148295707/,,,1,7.0,3270855,,,41.9,,57.07884331105729,55.592683,37.116483,2
3525,0,0,4,6,3525,4.6,1,http://www.cian.ru/sale/flat/150197269/,14.2,14.0,1,24.0,3276600,,,25.8,0.0,19.07059580674463,55.57668,37.481457,1
3526,1,0,4,18,3526,7.0,1,http://www.cian.ru/sale/flat/137950744/,16.0,,0,22.0,3285000,отсутствует,0.0,30.0,,18.211177284060724,55.503165,37.536993,1
3527,1,0,4,5,3527,10.0,1,http://www.cian.ru/sale/flat/49426099/,22.0,,1,17.0,3300000,,,40.0,,23.4840440926395,55.533279,37.450112,1
3528,–,0,4,1,3528,12.0,1,http://www.cian.ru/sale/flat/148748960/,36.0,5.0,0,9.0,6200000,евроремонт,,55.2,0.0,21.639140792078145,55.673351,37.810396,3
3529,1,0,4,13,3529,10.0,1,http://www.cian.ru/sale/flat/148934526/,31.0,21.0,1,17.0,5700000,,,61.0,1.0,18.872063765546372,55.523648,37.510957,2
3530,0,0,4,3,3530,12.0,1,http://www.cian.ru/sale/flat/150565563/,20.0,,0,9.0,5975000,дизайнерский,0.0,35.0,,21.103858349345273,55.588506,37.455714,1
3531,1,0,4,3,3531,6.5,–,http://www.cian.ru/sale/flat/149951421/,24.1,,0,5.0,3300000,косметический,,38.0,,86.35444643210134,55.427576,36.867326,2
3532,0,0,4,1,3532,,1,http://www.cian.ru/sale/flat/148295719/,,,1,7.0,3300118,,,42.3,,57.07884331105729,55.592683,37.116483,2
3533,0,0,4,2,3533,,0,http://www.cian.ru/sale/flat/150488462/,,15.0,1,8.0,3301600,,,42.3,0.0,29.07886683154072,55.519412,37.395328,1
3534,1,0,4,7,3534,,1,http://www.cian.ru/sale/flat/148295735/,,,1,7.0,3304485,,,34.6,,57.07884331105729,55.592683,37.116483,1
3535,0,0,4,1,3535,,1,http://www.cian.ru/sale/flat/148295584/,,,1,7.0,3313563,,,38.6,,57.07884331105729,55.592683,37.116483,2
3536,0,0,4,1,3536,,1,http://www.cian.ru/sale/flat/148295676/,,,1,7.0,3315801,,,42.5,,57.07884331105729,55.592683,37.116483,2
3537,1,0,4,1,3537,,–,http://www.cian.ru/sale/flat/150724189/,74.0,30.0,1,3.0,3320000,,,75.5,0.0,79.93660449494168,55.49766,36.917628,3
3538,1,0,4,11,3538,12.0,1,http://www.cian.ru/sale/flat/149258983/,18.0,20.0,0,16.0,3350000,,1.0,39.0,0.0,35.890042664201665,55.625496,37.306917,1
3539,1,0,4,9,3539,6.0,–,http://www.cian.ru/sale/flat/149966909/,18.0,,0,9.0,3350000,косметический,,30.0,,85.99250695561504,55.433588,36.86986,1
3540,–,0,4,5,3540,10.9,1,http://www.cian.ru/sale/flat/149469936/,21.5,35.0,1,5.0,3351392,,,43.4,0.0,42.037074105271415,55.452918,37.283255,1
3541,1,0,4,6,3541,10.6,1,http://www.cian.ru/sale/flat/150928125/,16.1,25.0,1,10.0,3363300,,,37.4,0.0,33.056704476084434,55.518242,37.355143,1
3542,1,0,4,11,3542,12.1,1,http://www.cian.ru/sale/flat/151129881/,14.9,17.0,1,19.0,3367250,,,39.1,0.0,35.87660576798263,55.624017,37.307231,1
3543,0,0,4,6,3543,,1,http://www.cian.ru/sale/flat/150200804/,,5.0,1,10.0,3373500,,,17.3,1.0,7.104981535842861,55.751913,37.685072,1
3544,1,0,4,1,3544,17.0,1,http://www.cian.ru/sale/flat/149199055/,17.0,30.0,0,19.0,3374000,,0.0,48.2,0.0,47.23204336826165,55.593833,37.206494,1
3545,0,0,4,2,3545,,0,http://www.cian.ru/sale/flat/150488415/,15.2,15.0,1,3.0,3382000,,,38.2,0.0,29.07886683154072,55.519412,37.395328,1
3546,1,0,4,13,3546,10.0,1,http://www.cian.ru/sale/flat/149661100/,20.0,,0,22.0,3400000,косметический,0.0,40.0,,18.211177284060724,55.503165,37.536993,1
3547,1,0,4,2,3547,11.4,–,http://www.cian.ru/sale/flat/148716250/,19.6,,1,4.0,3400000,,,39.6,,35.579969748342116,55.549093,37.322844,1
3548,1,0,4,9,3548,6.5,1,http://www.cian.ru/sale/flat/150670583/,18.0,,0,9.0,3400000,евроремонт,,30.0,,86.22702637546041,55.432378,36.867856,1
3549,1,0,4,3,3549,9.0,–,http://www.cian.ru/sale/flat/149718855/,19.0,,0,5.0,3400000,косметический,,38.2,,78.31016075426915,55.465106,36.936595,1
3550,0,0,4,10,3550,7.3,1,http://www.cian.ru/sale/flat/150197279/,10.2,14.0,1,24.0,3416000,,,24.4,0.0,19.07059580674463,55.57668,37.481457,1
3551,1,0,4,5,3551,10.8,1,http://www.cian.ru/sale/flat/151129879/,16.6,17.0,1,19.0,3420508,,,40.2,0.0,35.87660576798263,55.624017,37.307231,1
3552,1,0,4,1,3552,10.8,1,http://www.cian.ru/sale/flat/151012003/,31.9,30.0,1,4.0,3421000,,,57.5,0.0,38.52725200072605,55.433065,37.325358,2
3553,1,0,4,14,3553,,1,http://www.cian.ru/sale/flat/150843146/,13.2,4.0,1,17.0,3436755,,,23.1,0.0,17.8541814380818,55.670397,37.774751,1
3554,0,0,4,2,3554,5.1,1,http://www.cian.ru/sale/flat/148789651/,14.1,5.0,1,18.0,3438400,,,28.0,0.0,20.163662558537748,55.54265,37.483912,1
3555,1,0,4,11,3555,,1,http://www.cian.ru/sale/flat/150843235/,13.1,4.0,1,17.0,3456792,,,23.4,0.0,17.8541814380818,55.670397,37.774751,1
3556,1,0,4,11,3556,7.5,1,http://www.cian.ru/sale/flat/150450162/,16.0,20.0,0,17.0,4250000,евроремонт,,32.5,0.0,35.20685846202772,55.701841,37.936196,1
3557,–,0,4,6,3557,32.0,1,http://www.cian.ru/sale/flat/149433619/,80.1,20.0,0,9.0,16200000,косметический,0.0,152.0,0.0,23.7848964767101,55.533705,37.446623,5
3558,2 лодж.,0,4,6,3558,12.0,1,http://www.cian.ru/sale/flat/151102235/,38.0,14.0,0,14.0,10500000,евроремонт,,70.0,1.0,16.7560880438234,55.668198,37.764007,2
3559,1,0,4,5,3559,8.8,1,http://www.cian.ru/sale/flat/151138352/,14.9,10.0,1,17.0,3469040,,,33.0,1.0,24.185850230695465,55.631634,37.414979,1
3560,1,0,4,9,3560,,1,http://www.cian.ru/sale/flat/150500745/,,10.0,1,9.0,3487520,,,31.0,1.0,21.363357774322147,55.590994,37.452291,1
3561,–,0,4,1,3561,6.0,–,http://www.cian.ru/sale/flat/23296446/,18.0,10.0,0,4.0,3490000,косметический,0.0,31.0,0.0,16.17306109891344,55.513581,37.566045,1
3562,1,0,4,4,3562,7.0,–,http://www.cian.ru/sale/flat/150316260/,22.0,,0,17.0,3490000,отсутствует,,40.5,,23.656174087248278,55.526225,37.451097,1
3563,1,0,4,1,3563,11.5,1,http://www.cian.ru/sale/flat/150335571/,15.5,25.0,1,10.0,3492200,,,38.6,0.0,33.056704476084434,55.518242,37.355143,1
3564,0,0,4,3,3564,,0,http://www.cian.ru/sale/flat/150488422/,,15.0,1,3.0,3493000,,,38.3,0.0,29.07886683154072,55.519412,37.395328,1
3565,1,0,4,7,3565,,1,http://www.cian.ru/sale/flat/148295614/,,,1,7.0,3493212,,,33.6,,57.07884331105729,55.592683,37.116483,1
3566,0,0,4,1,3566,,1,http://www.cian.ru/sale/flat/148295625/,,,1,7.0,3494734,,,41.3,,57.07884331105729,55.592683,37.116483,2
3567,1,0,4,1,3567,12.1,1,http://www.cian.ru/sale/flat/151011987/,27.5,30.0,1,4.0,3497000,,,58.2,0.0,38.52725200072605,55.433065,37.325358,2
3568,1,0,4,5,3568,5.0,1,http://www.cian.ru/sale/flat/150942060/,14.8,10.0,1,10.0,3498110,,,28.9,0.0,18.20444154602615,55.504134,37.536212,1
3569,1,0,4,5,3569,5.0,1,http://www.cian.ru/sale/flat/151077882/,14.8,10.0,1,10.0,3498110,,,28.9,0.0,18.160087002865588,55.50261,37.538413,студиявЖК«ПримаПарк»
3570,1,0,4,3,3570,7.5,1,http://www.cian.ru/sale/flat/151077887/,14.4,10.0,1,10.0,3498110,,,28.8,0.0,18.160087002865588,55.50261,37.538413,1
3571,1,0,4,4,3571,5.0,1,http://www.cian.ru/sale/flat/147497707/,14.8,,1,10.0,3498110,,,28.9,,18.241906566319972,55.504986,37.534793,1
3572,1,0,4,8,3572,5.0,1,http://www.cian.ru/sale/flat/150507740/,14.8,7.0,1,10.0,3498110,,,28.9,0.0,18.13306084901871,55.50027,37.541172,1
3573,0,0,4,1,3573,6.0,0,http://www.cian.ru/sale/flat/144733130/,25.0,35.0,0,5.0,3499000,косметический,0.0,31.0,0.0,50.937465203117625,55.602942,37.171514,1
3574,1,0,4,14,3574,10.0,1,http://www.cian.ru/sale/flat/17785210/,18.0,,0,19.0,3500000,отсутствует,1.0,40.0,,47.16797874795078,55.593278,37.20715,1
3575,1,0,4,2,3575,7.0,0,http://www.cian.ru/sale/flat/150938312/,17.0,30.0,0,4.0,3500000,,0.0,31.0,0.0,31.94849909748677,55.417199,37.404761,1
3576,–,0,4,1,3576,6.0,–,http://www.cian.ru/sale/flat/150612835/,18.0,,0,5.0,3500000,евроремонт,,30.0,,85.85312772868718,55.432137,36.871342,1
3577,–,0,4,1,3577,5.0,–,http://www.cian.ru/sale/flat/150570296/,30.0,,0,5.0,3500000,отсутствует,,40.0,,52.14015091418362,55.596508,37.161201,2
3578,–,0,4,4,3578,17.0,–,http://www.cian.ru/sale/flat/151112799/,40.0,,0,4.0,3500000,дизайнерский,1.0,70.0,,18.160087002865588,55.50261,37.538413,2
3579,1,0,4,2,3579,8.0,–,http://www.cian.ru/sale/flat/147854171/,16.0,20.0,0,4.0,3500000,евроремонт,,32.0,0.0,53.17124078383696,55.536166,37.159387,1
3580,1,0,4,3,3580,5.2,–,http://www.cian.ru/sale/flat/150940139/,20.2,15.0,0,5.0,3500000,евроремонт,1.0,32.2,0.0,24.550510583056766,55.52646,37.441071,1
3581,–,0,4,2,3581,9.9,–,http://www.cian.ru/sale/flat/150437644/,13.4,,0,3.0,3500000,отсутствует,0.0,41.0,,29.359744096640554,55.519152,37.392499,1
3582,1,0,4,4,3582,,–,http://www.cian.ru/sale/flat/151095705/,46.0,,0,5.0,3500000,косметический,0.0,46.0,,35.59229190027472,55.505266,37.333345,2
3583,–,0,4,7,3583,,1,http://www.cian.ru/sale/flat/150438043/,15.0,,1,25.0,3500000,,,23.0,,19.07059580674463,55.57668,37.481457,студиявЖК«НоваяЗвезда»
3584,2 лодж.,0,4,6,3584,14.0,1,http://www.cian.ru/sale/flat/149606016/,34.0,12.0,1,17.0,5900000,,,65.0,0.0,35.56370767088545,55.700966,37.93937,2
3585,1,0,4,7,3585,10.0,1,http://www.cian.ru/sale/flat/150940921/,26.0,17.0,1,17.0,3400000,,,47.0,1.0,23.4840440926395,55.533279,37.450112,1
3586,0,0,4,1,3586,,1,http://www.cian.ru/sale/flat/148295720/,,,1,7.0,2837466,,,33.3,,57.07884331105729,55.592683,37.116483,1
3587,1,0,4,3,3587,6.0,–,http://www.cian.ru/sale/flat/150320335/,16.0,20.0,0,5.0,3500000,косметический,0.0,33.0,0.0,51.756994663410524,55.597602,37.164588,1
3588,–,0,4,1,3588,6.0,–,http://www.cian.ru/sale/flat/151025747/,17.2,30.0,0,4.0,3500000,косметический,0.0,30.5,0.0,44.08838181678131,55.427239,37.269906,1
3589,0,0,4,1,3589,,1,http://www.cian.ru/sale/flat/148295563/,,,1,7.0,3512442,,,41.1,,57.07884331105729,55.592683,37.116483,2
3590,1,0,4,7,3590,5.0,1,http://www.cian.ru/sale/flat/150498479/,42.6,15.0,1,17.0,3524620,,,47.6,0.0,23.4840440926395,55.533279,37.450112,1
3591,0,0,4,12,3591,,1,http://www.cian.ru/sale/flat/150198061/,,14.0,1,22.0,3528000,,,28.0,0.0,19.07059580674463,55.57668,37.481457,1
3592,1,0,4,1,3592,,1,http://www.cian.ru/sale/flat/150984074/,21.0,15.0,1,16.0,3532100,,,42.0,0.0,18.140745144100087,55.565536,37.496855,1
3593,1,0,4,5,3593,7.3,1,http://www.cian.ru/sale/flat/150335654/,18.9,25.0,1,10.0,3549200,,,38.4,0.0,33.056704476084434,55.518242,37.355143,1
3594,1,0,4,2,3594,10.4,1,http://www.cian.ru/sale/flat/151105200/,15.1,25.0,1,12.0,3549200,,,38.6,0.0,33.110530017979514,55.516569,37.355069,1
3595,–,0,4,2,3595,12.8,–,http://www.cian.ru/sale/flat/149857849/,15.6,20.0,0,3.0,3565000,отсутствует,0.0,35.6,0.0,29.359744096640554,55.519152,37.392499,1
3596,1,0,4,5,3596,,1,http://www.cian.ru/sale/flat/150967367/,15.0,20.0,1,15.0,3580661,,,26.0,1.0,22.66821801903882,55.655616,37.42513,студиявЖК«ТатьянинПарк»
3597,1,0,4,10,3597,9.0,1,http://www.cian.ru/sale/flat/149443074/,15.0,5.0,1,24.0,3590000,,,26.0,0.0,22.66821801903882,55.655616,37.42513,1
3598,1,0,4,10,3598,,1,http://www.cian.ru/sale/flat/148508763/,25.0,7.0,1,24.0,3590000,,,25.9,0.0,22.742163399783674,55.656346,37.424327,1
3599,1,0,4,13,3599,9.0,1,http://www.cian.ru/sale/flat/148824379/,10.0,5.0,1,25.0,3590000,,,25.9,0.0,22.742163399783674,55.656346,37.424327,1
3600,1,0,4,10,3600,5.0,1,http://www.cian.ru/sale/flat/151137177/,20.0,15.0,1,25.0,3590000,,,25.9,0.0,22.66821801903882,55.655616,37.42513,1
3601,–,0,4,23,3601,,1,http://www.cian.ru/sale/flat/150967572/,17.4,20.0,1,24.0,3590661,,,25.9,0.0,22.503727981775285,55.6576,37.426355,1
3602,1,0,4,5,3602,,1,http://www.cian.ru/sale/flat/151080057/,16.0,20.0,1,24.0,3590661,,,25.9,1.0,22.66821801903882,55.655616,37.42513,1
3603,1,0,4,6,3603,,1,http://www.cian.ru/sale/flat/150843371/,17.2,4.0,1,17.0,3590900,,,24.1,0.0,17.8541814380818,55.670397,37.774751,1
3604,1,0,4,4,3604,14.0,1,http://www.cian.ru/sale/flat/148421786/,21.0,20.0,0,9.0,3600000,,0.0,49.0,0.0,54.12487131315776,55.545258,37.149245,1
3605,1,0,4,7,3605,7.0,1,http://www.cian.ru/sale/flat/149468349/,15.6,,0,7.0,3599999,косметический,,32.5,,35.44900487046422,55.701993,37.938388,1
3606,1,0,4,12,3606,9.0,1,http://www.cian.ru/sale/flat/149961017/,20.0,,0,17.0,3600000,отсутствует,,40.0,,18.022261524315443,55.491804,37.552543,1
3607,1,0,4,3,3607,9.0,1,http://www.cian.ru/sale/flat/151111643/,18.0,,0,17.0,3600000,отсутствует,0.0,32.0,,18.038746401150476,55.504206,37.539042,1
3608,1,0,4,5,3608,10.0,1,http://www.cian.ru/sale/flat/150312293/,12.0,,1,17.0,3600000,,,33.0,,32.95850128635929,55.515798,37.356813,1
3609,1,0,4,5,3609,,1,http://www.cian.ru/sale/flat/150286844/,,25.0,1,17.0,3600300,,,33.7,0.0,32.95850128635929,55.515798,37.356813,1
3610,1,0,4,2,3610,10.6,1,http://www.cian.ru/sale/flat/150335318/,17.6,25.0,1,11.0,3606200,,,38.9,0.0,33.056704476084434,55.518242,37.355143,1
3611,1,0,4,9,3611,,1,http://www.cian.ru/sale/flat/150499823/,,10.0,1,9.0,3613880,,,33.0,1.0,21.363357774322147,55.590994,37.452291,1
3612,1,0,4,4,3612,17.0,1,http://www.cian.ru/sale/flat/148639391/,55.0,7.0,1,9.0,10573000,,,82.1,0.0,22.800970273116647,55.653482,37.424228,3
3613,1,0,4,2,3613,10.1,1,http://www.cian.ru/sale/flat/151052912/,17.6,10.0,1,17.0,5170000,,,44.0,1.0,19.52897984813079,55.540475,37.492644,1
3614,–,0,4,1,3614,,–,http://www.cian.ru/sale/flat/151032221/,20.0,15.0,0,3.0,1550000,косметический,0.0,44.0,0.0,23.22918742951992,55.551181,37.44603,студия
3615,1,0,4,11,3615,7.0,1,http://www.cian.ru/sale/flat/151086951/,15.6,20.0,1,17.0,3615861,,,32.6,1.0,35.32490133640359,55.701572,37.937247,1
3616,1,0,4,7,3616,,1,http://www.cian.ru/sale/flat/150843378/,14.0,4.0,1,17.0,3618550,,,24.7,0.0,17.8541814380818,55.670397,37.774751,1
3617,1,0,4,13,3617,,1,http://www.cian.ru/sale/flat/150500460/,,10.0,1,15.0,3618750,,,38.0,1.0,21.363357774322147,55.590994,37.452291,1
3618,0,0,4,2,3618,,1,http://www.cian.ru/sale/flat/150197999/,,14.0,1,22.0,3627000,,,31.0,0.0,19.07059580674463,55.57668,37.481457,1
3619,1,0,4,3,3619,5.0,1,http://www.cian.ru/sale/flat/150942077/,16.6,10.0,1,4.0,3627514,,,30.8,0.0,18.20444154602615,55.504134,37.536212,1
3620,0,0,4,2,3620,5.4,1,http://www.cian.ru/sale/flat/151098558/,16.7,5.0,1,18.0,3629340,,,35.1,0.0,20.163662558537748,55.54265,37.483912,1
3621,0,0,4,16,3621,,1,http://www.cian.ru/sale/flat/150196801/,,14.0,1,24.0,3632200,,,28.6,0.0,19.07059580674463,55.57668,37.481457,1
3622,1,0,4,14,3622,,1,http://www.cian.ru/sale/flat/150843259/,14.0,4.0,1,17.0,3635190,,,25.4,0.0,17.8541814380818,55.670397,37.774751,1
3623,1,0,4,10,3623,6.4,1,http://www.cian.ru/sale/flat/150370911/,21.0,7.0,1,13.0,3637760,,,37.1,0.0,18.0488549425963,55.500359,37.542632,1
3624,1,0,4,2,3624,,1,http://www.cian.ru/sale/flat/148295673/,,,1,7.0,3642257,,,44.2,,57.07884331105729,55.592683,37.116483,2
