,Bal,Brick,District,Floor,ID,Kitsp,Lift,Link,Livesp,Metrdist,New,Nfloor,Price,Remont,Tel,Totsp,Walk,dist,lat,lon,rooms
0,1,0,0,5,0,11.7,1,http://www.cian.ru/sale/flat/149965274/,85.8,6.0,0,9.0,67800000,дизайнерский,1.0,125.0,1.0,3.5944833035305828,55.765853,37.589734,3
1,0,0,0,2,1,,0,http://www.cian.ru/sale/flat/144380581/,,11.0,0,7.0,80000000,,1.0,135.0,1.0,2.868929175545683,55.740558,37.596498,4
2,1,0,0,4,2,27.0,1,http://www.cian.ru/sale/flat/142815677/,143.0,2.0,0,,136955070,,1.0,170.0,0.0,4.55067064883062,55.738449,37.581236,4
3,–,0,0,2,3,,1,http://www.cian.ru/sale/flat/151004941/,10.0,6.0,1,5.0,4814581,,,17.3,1.0,5.812966511764322,55.775753,37.671938,1
4,0,0,0,2,4,,1,http://www.cian.ru/sale/flat/150346368/,17.3,5.0,0,6.0,4814581,,0.0,17.3,1.0,5.845458443318635,55.776294,37.672163,1
5,–,0,0,1,5,7.0,1,http://www.cian.ru/sale/flat/150640194/,20.0,4.0,0,9.0,5300000,косметический,1.0,32.0,1.0,5.963411283242945,55.730101,37.673214,1
6,0,0,0,5,6,,1,http://www.cian.ru/sale/flat/149031321/,18.3,6.0,1,,5377566,,,18.3,1.0,5.812966511764322,55.775753,37.671938,1
7,–,0,0,5,7,,1,http://www.cian.ru/sale/flat/151004981/,10.0,6.0,1,5.0,5377566,,,18.3,1.0,5.812966511764322,55.775753,37.671938,1
8,0,0,0,2,8,,1,http://www.cian.ru/sale/flat/148794719/,23.7,5.0,0,6.0,5496232,,0.0,23.7,1.0,5.845458443318635,55.776294,37.672163,1
9,1,0,0,1,9,9.6,1,http://www.cian.ru/sale/flat/149565205/,20.0,10.0,0,1.0,5550000,отсутствует,,37.4,1.0,7.675244104342097,55.775793,37.689042,1
10,1,0,0,3,10,6.0,–,http://www.cian.ru/sale/flat/149849414/,16.0,,0,5.0,5900000,отсутствует,1.0,30.0,,10.997486288622799,55.756356,37.522477,1
11,–,0,0,1,11,10.0,1,http://www.cian.ru/sale/flat/149300855/,20.0,13.0,0,12.0,6000000,косметический,,35.0,1.0,10.9378833791994,55.753387,37.522998,1
12,1,0,0,12,12,9.6,1,http://www.cian.ru/sale/flat/149788538/,20.1,10.0,0,12.0,6000000,косметический,1.0,35.1,0.0,6.312487346862632,55.737988,37.677301,1
13,1,0,0,2,13,8.0,–,http://www.cian.ru/sale/flat/148112883/,21.0,12.0,0,5.0,6100000,отсутствует,1.0,34.0,1.0,7.035784293185213,55.770613,37.558796,1
14,1,0,0,12,14,10.0,1,http://www.cian.ru/sale/flat/149727197/,20.0,10.0,0,12.0,6100000,косметический,1.0,36.0,1.0,6.312487346862632,55.737988,37.677301,1
15,0,0,0,4,15,,1,http://www.cian.ru/sale/flat/149031382/,25.5,6.0,1,,6258687,,,25.5,1.0,5.812966511764322,55.775753,37.671938,1
16,–,0,0,4,16,,1,http://www.cian.ru/sale/flat/151005044/,15.0,6.0,1,4.0,6258687,,,25.5,1.0,5.812966511764322,55.775753,37.671938,1
17,0,0,0,3,17,29.5,1,http://www.cian.ru/sale/flat/150910021/,,5.0,1,4.0,6325576,,,29.5,1.0,5.812966511764322,55.775753,37.671938,1
18,–,0,0,3,18,,1,http://www.cian.ru/sale/flat/151005116/,17.0,6.0,1,4.0,6325576,,,30.0,1.0,5.812966511764322,55.775753,37.671938,1
19,0,0,0,3,19,,1,http://www.cian.ru/sale/flat/148800467/,29.5,5.0,0,6.0,6325576,,0.0,29.5,1.0,5.850988316490558,55.775824,37.67228,1
20,1,0,0,2,20,10.0,1,http://www.cian.ru/sale/flat/150459322/,18.0,10.0,0,12.0,6400000,дизайнерский,1.0,34.0,1.0,11.395614633764742,55.758564,37.518928,1
21,0,0,0,3,21,,1,http://www.cian.ru/sale/flat/149031358/,33.4,6.0,1,,6437035,,,33.4,1.0,5.812966511764322,55.775753,37.671938,1
22,–,0,0,3,22,,1,http://www.cian.ru/sale/flat/151005216/,18.0,6.0,1,4.0,6437035,,,33.5,1.0,5.812966511764322,55.775753,37.671938,1
23,–,0,0,4,23,,1,http://www.cian.ru/sale/flat/151005085/,16.0,6.0,1,4.0,6449418,,,28.5,1.0,5.812966511764322,55.775753,37.671938,1
24,1,0,0,5,24,5.6,–,http://www.cian.ru/sale/flat/150260995/,18.6,10.0,0,5.0,6500000,,1.0,30.7,1.0,7.301763834954983,55.77114,37.556424,1
25,–,0,0,2,25,6.0,–,http://www.cian.ru/sale/flat/140980631/,20.5,11.0,0,5.0,6500000,косметический,1.0,36.8,1.0,11.055574905709802,55.751361,37.521947,1
26,1,0,0,5,26,5.6,1,http://www.cian.ru/sale/flat/150678964/,20.2,5.0,0,9.0,6600000,косметический,,33.1,1.0,6.347286670379649,55.73003,37.676753,1
27,1,0,0,5,27,6.0,1,http://www.cian.ru/sale/flat/150679023/,18.0,5.0,0,9.0,6600000,косметический,,33.1,1.0,6.347286670379649,55.73003,37.676753,2
28,1,0,0,4,28,15.0,1,http://www.cian.ru/sale/flat/150918128/,57.0,10.0,0,12.0,61000000,,1.0,72.0,1.0,5.843556284093717,55.72961,37.570474,2
29,2 лодж.,0,0,6,29,,1,http://www.cian.ru/sale/flat/28325146/,88.0,3.0,0,10.0,199000000,,,155.0,1.0,1.2217410186962476,55.735915,37.616252,3
30,–,0,0,47,30,,–,http://www.cian.ru/sale/flat/150882638/,40.0,2.0,1,75.0,46919894,,,81.4,1.0,9.118722186179255,55.750504,37.539355,2
31,0,0,0,4,31,5.4,0,http://www.cian.ru/sale/flat/150977773/,17.0,10.0,0,5.0,6790000,,0.0,27.0,1.0,7.948049025312013,55.77472,37.691638,1
32,1,0,0,4,32,7.0,–,http://www.cian.ru/sale/flat/150720249/,19.0,15.0,0,5.0,6800000,косметический,0.0,31.0,1.0,8.78441029699077,55.759537,37.542419,1
33,1,0,0,9,33,8.0,1,http://www.cian.ru/sale/flat/147655377/,17.0,9.0,0,12.0,6850000,косметический,,32.0,1.0,6.2436290751476395,55.734962,37.676385,1
34,0,0,0,1,34,,1,http://www.cian.ru/sale/flat/149031235/,26.1,6.0,1,,6889007,,,26.1,1.0,5.812966511764322,55.775753,37.671938,1
35,1,0,0,3,35,9.0,1,http://www.cian.ru/sale/flat/149431030/,19.0,5.0,0,16.0,6900000,евроремонт,,34.0,1.0,2.6669379614071294,55.774305,37.642132,1
36,1,0,0,8,36,,1,http://www.cian.ru/sale/flat/149213362/,,5.0,0,16.0,6934500,,,34.0,1.0,2.6669379614071294,55.774305,37.642132,1
37,–,0,0,2,37,5.5,1,http://www.cian.ru/sale/flat/19220848/,22.0,10.0,0,9.0,7000000,косметический,0.0,35.0,1.0,6.993575631788777,55.735302,37.683257,2
38,0,0,0,2,38,,1,http://www.cian.ru/sale/flat/149031338/,31.7,6.0,1,,7007958,,,31.7,1.0,5.812966511764322,55.775753,37.671938,1
39,–,0,0,5,39,,–,http://www.cian.ru/sale/flat/150684424/,27.8,,1,19.0,7021000,,,41.2,,7.153195429130898,55.745617,37.685364,2
40,1,0,0,8,40,9.0,1,http://www.cian.ru/sale/flat/149213364/,19.0,5.0,0,16.0,7079400,,,34.0,1.0,2.6669379614071294,55.774305,37.642132,1
41,0,0,0,4,41,,1,http://www.cian.ru/sale/flat/149031293/,30.5,6.0,1,,7189943,,,30.5,1.0,5.812966511764322,55.775753,37.671938,1
42,1,0,0,3,42,6.0,1,http://www.cian.ru/sale/flat/149808503/,19.0,15.0,0,9.0,7200000,евроремонт,,32.0,1.0,6.881968211380152,55.733472,37.682062,1
43,0,0,0,2,43,6.0,1,http://www.cian.ru/sale/flat/150645957/,18.0,4.0,0,9.0,7200000,,0.0,31.0,1.0,6.532945374312487,55.774011,37.678784,1
44,1,0,0,5,44,6.0,0,http://www.cian.ru/sale/flat/149390159/,30.0,15.0,0,5.0,7200000,,1.0,45.0,1.0,9.227520710441325,55.75937,37.538431,2
45,1,0,0,10,45,9.0,1,http://www.cian.ru/sale/flat/150974485/,20.0,10.0,0,12.0,7200000,косметический,,35.0,1.0,7.6587498656937045,55.773732,37.689096,1
46,–,0,0,4,46,,–,http://www.cian.ru/sale/flat/150545360/,25.0,12.0,0,5.0,7200000,дизайнерский,,27.0,1.0,7.948049025312013,55.77472,37.691638,1
47,0,0,0,3,47,,1,http://www.cian.ru/sale/flat/150118457/,33.6,5.0,0,6.0,7220153,,0.0,33.6,1.0,5.850988316490558,55.775824,37.67228,1
48,1,0,0,29,48,10.0,1,http://www.cian.ru/sale/flat/148829580/,27.4,11.0,1,44.0,7240000,,,41.8,1.0,6.3912617749249305,55.771218,37.564721,1
49,1,0,0,2,49,6.5,0,http://www.cian.ru/sale/flat/149311291/,29.0,15.0,0,5.0,7290000,,0.0,47.0,1.0,9.339061736733958,55.759993,37.537443,2
50,1,0,0,4,50,6.0,0,http://www.cian.ru/sale/flat/149396229/,19.5,5.0,0,5.0,7300000,косметический,0.0,32.0,0.0,5.273891998183426,55.755353,37.668615,1
51,0,0,0,2,51,6.0,1,http://www.cian.ru/sale/flat/150977807/,24.0,10.0,0,9.0,7300000,,1.0,38.0,1.0,6.993575631788777,55.735302,37.683257,2
52,0,0,0,5,52,,1,http://www.cian.ru/sale/flat/149031318/,24.8,6.0,1,,7318676,,,24.8,1.0,5.812966511764322,55.775753,37.671938,1
53,0,0,0,3,53,,1,http://www.cian.ru/sale/flat/149031368/,32.5,6.0,1,,7334891,,,32.5,1.0,5.812966511764322,55.775753,37.671938,1
54,–,0,0,4,54,,–,http://www.cian.ru/sale/flat/150684509/,27.8,,1,19.0,7356800,,,41.3,,7.153195429130898,55.745617,37.685364,2
55,–,0,0,5,55,,–,http://www.cian.ru/sale/flat/150684571/,23.4,,1,19.0,7356800,,,42.0,,7.153195429130898,55.745617,37.685364,2
56,–,0,0,10,56,5.0,1,http://www.cian.ru/sale/flat/149140915/,19.0,3.0,1,12.0,13650000,,,26.0,1.0,3.4839708048976954,55.770973,37.591557,1
57,–,0,0,45,57,,1,http://www.cian.ru/sale/flat/148071660/,160.0,3.0,0,85.0,99781551,дизайнерский,1.0,188.0,1.0,9.671145271295098,55.750028,37.534397,3
58,0,0,0,3,58,,0,http://www.cian.ru/sale/flat/144380578/,,6.0,0,5.0,247823460,,1.0,200.6,1.0,5.2927873077671626,55.729524,37.575621,5
59,0,0,0,2,59,,1,http://www.cian.ru/sale/flat/149031262/,27.6,6.0,1,,7411462,,,27.6,1.0,5.812966511764322,55.775753,37.671938,1
60,1,0,0,5,60,6.0,1,http://www.cian.ru/sale/flat/148055659/,24.0,15.0,0,14.0,7500000,косметический,,40.0,1.0,9.271520932981884,55.765412,37.538242,2
61,1,0,0,9,61,8.5,1,http://www.cian.ru/sale/flat/149063476/,17.0,10.0,0,12.0,7500000,евроремонт,0.0,35.2,1.0,7.6587498656937045,55.773732,37.689096,1
62,0,0,0,2,62,,1,http://www.cian.ru/sale/flat/149031336/,34.1,6.0,1,,7534606,,,34.1,1.0,5.812966511764322,55.775753,37.671938,1
63,1,0,0,7,63,6.0,1,http://www.cian.ru/sale/flat/150945577/,24.0,10.0,0,9.0,7600000,евроремонт,1.0,38.0,0.0,9.39012006345063,55.758392,37.536949,2
64,1,0,0,8,64,5.0,1,http://www.cian.ru/sale/flat/150236079/,21.0,13.0,0,9.0,7650000,евроремонт,1.0,36.0,1.0,4.412680423364101,55.785685,37.656505,2
65,0,0,0,2,65,47.1,1,http://www.cian.ru/sale/flat/151120564/,,5.0,1,4.0,7757670,,,47.1,1.0,5.812966511764322,55.775753,37.671938,2
66,–,0,0,4,66,,1,http://www.cian.ru/sale/flat/151005178/,18.0,6.0,1,4.0,7764334,,,32.2,1.0,5.812966511764322,55.775753,37.671938,1
67,–,0,0,3,67,,1,http://www.cian.ru/sale/flat/150833993/,,9.0,1,6.0,7787802,,,32.2,1.0,5.812966511764322,55.775753,37.671938,1
68,1,0,0,5,68,6.5,–,http://www.cian.ru/sale/flat/150977411/,30.0,8.0,0,5.0,7800000,косметический,1.0,45.0,1.0,5.9560654986161286,55.732651,37.673484,2
69,1,0,0,3,69,6.0,–,http://www.cian.ru/sale/flat/146275883/,21.0,4.0,0,5.0,7800000,евроремонт,,32.0,1.0,6.457828400481033,55.761882,37.56344,1
70,1,0,0,4,70,6.0,0,http://www.cian.ru/sale/flat/149385643/,31.0,10.0,0,5.0,7800000,косметический,0.0,44.0,1.0,10.891937962005102,55.752931,37.523411,2
71,1,0,0,8,71,10.0,1,http://www.cian.ru/sale/flat/149231113/,20.0,5.0,0,12.0,7800000,косметический,1.0,35.0,1.0,7.110675104460034,55.743188,37.684874,1
72,1,0,0,7,72,6.0,1,http://www.cian.ru/sale/flat/150043158/,20.0,13.0,0,9.0,7800000,косметический,1.0,31.0,1.0,8.12110104243524,55.764384,37.548564,1
73,0,0,0,4,73,,1,http://www.cian.ru/sale/flat/149031373/,35.6,6.0,1,,7804265,,,35.6,1.0,5.812966511764322,55.775753,37.671938,1
74,–,0,0,3,74,4.0,0,http://www.cian.ru/sale/flat/150638556/,15.0,4.0,0,5.0,7850000,косметический,,24.0,1.0,2.044972292342174,55.770294,37.636976,1
75,1,0,0,5,75,5.6,–,http://www.cian.ru/sale/flat/150405030/,29.2,7.0,0,5.0,7850000,косметический,,43.4,1.0,8.282096399683288,55.754335,37.546857,2
76,0,0,0,2,76,,1,http://www.cian.ru/sale/flat/147872339/,29.0,5.0,0,6.0,7863878,,0.0,29.0,1.0,5.845458443318635,55.776294,37.672163,1
77,–,0,0,2,77,,1,http://www.cian.ru/sale/flat/150833977/,,9.0,1,6.0,7989174,,,28.0,1.0,5.812966511764322,55.775753,37.671938,1
78,0,0,0,1,78,9.0,0,http://www.cian.ru/sale/flat/151085732/,31.0,7.0,0,5.0,8000000,,0.0,57.0,1.0,2.172017783652303,55.724834,37.632448,2
79,2 лодж.,0,0,2,79,9.0,1,http://www.cian.ru/sale/flat/150206839/,20.0,15.0,0,14.0,8000000,евроремонт,1.0,37.0,1.0,7.001652746024821,55.734141,37.683221,1
80,2 балк.,0,0,5,80,8.2,1,http://www.cian.ru/sale/flat/148677909/,17.0,13.0,0,14.0,8000000,отсутствует,,38.5,1.0,7.330691789315731,55.779028,37.685512,1
81,–,0,0,2,81,,1,http://www.cian.ru/sale/flat/151005822/,30.0,6.0,1,5.0,8081363,,,55.2,1.0,5.812966511764322,55.775753,37.671938,2
82,–,0,0,2,82,,1,http://www.cian.ru/sale/flat/151005668/,25.0,6.0,1,5.0,8081363,,,55.2,1.0,5.812966511764322,55.775753,37.671938,1
83,0,0,0,2,83,,1,http://www.cian.ru/sale/flat/149031339/,39.8,6.0,1,,8112552,,,39.8,1.0,5.812966511764322,55.775753,37.671938,1
84,–,0,0,10,84,,1,http://www.cian.ru/sale/flat/151070145/,,10.0,0,12.0,213750000,,1.0,225.0,1.0,5.843556284093717,55.72961,37.570474,5
85,–,0,0,2,85,,1,http://www.cian.ru/sale/flat/150674339/,,10.0,0,11.0,224997615,,1.0,163.0,1.0,4.55067064883062,55.738449,37.581236,4
86,–,0,0,11,86,9.5,1,http://www.cian.ru/sale/flat/150252566/,31.0,10.0,0,12.0,10200000,косметический,1.0,51.0,1.0,7.447131673368067,55.776846,37.686841,2
87,1,0,0,3,87,6.0,0,http://www.cian.ru/sale/flat/151110260/,40.0,5.0,0,5.0,8150000,,0.0,56.0,1.0,2.3108749958306287,55.733655,37.638835,3
88,0,0,0,3,88,6.0,0,http://www.cian.ru/sale/flat/150854616/,40.0,5.0,0,5.0,8150000,косметический,0.0,56.0,1.0,2.3108749958306287,55.733655,37.638835,3
89,–,0,0,3,89,,1,http://www.cian.ru/sale/flat/150975668/,20.0,7.0,1,44.0,8157500,,,43.0,1.0,6.3912617749249305,55.771218,37.564721,1
90,1,0,0,7,90,5.6,1,http://www.cian.ru/sale/flat/147398175/,32.3,7.0,0,9.0,8200000,косметический,1.0,44.6,1.0,6.133419264356383,55.730831,37.674885,2
91,2 балк.,0,0,2,91,8.5,–,http://www.cian.ru/sale/flat/150418247/,20.0,15.0,0,5.0,8200000,евроремонт,1.0,40.0,1.0,8.903031588315411,55.761381,37.541404,1
92,–,0,0,5,92,,1,http://www.cian.ru/sale/flat/150833988/,,9.0,1,6.0,8230204,,,30.6,1.0,5.812966511764322,55.775753,37.671938,1
93,0,0,0,5,93,,1,http://www.cian.ru/sale/flat/149031312/,30.6,6.0,1,,8230204,,,30.6,1.0,5.812966511764322,55.775753,37.671938,1
94,–,0,0,3,94,7.0,1,http://www.cian.ru/sale/flat/149933253/,27.0,9.0,0,6.0,8300000,евроремонт,1.0,40.5,1.0,3.957487979843315,55.771312,37.655347,2
95,0,0,0,2,95,,1,http://www.cian.ru/sale/flat/148800461/,55.2,5.0,0,6.0,8323802,,0.0,55.2,1.0,5.850988316490558,55.775824,37.67228,2
96,0,0,0,2,96,,1,http://www.cian.ru/sale/flat/149031331/,37.9,6.0,1,,8375472,,,37.9,1.0,5.812966511764322,55.775753,37.671938,1
97,–,0,0,5,97,6.0,–,http://www.cian.ru/sale/flat/144408040/,19.0,7.0,0,5.0,8400000,евроремонт,1.0,31.0,1.0,5.6995506386233945,55.762505,37.570312,1
98,0,0,0,2,98,,1,http://www.cian.ru/sale/flat/150118455/,39.8,5.0,0,6.0,8437054,,0.0,39.8,1.0,5.850988316490558,55.775824,37.67228,1
99,1,0,0,6,99,9.0,1,http://www.cian.ru/sale/flat/150585923/,18.0,10.0,0,16.0,8500000,,1.0,35.0,1.0,3.8489888213182324,55.78486,37.59153,1
100,1,0,0,5,100,5.1,1,http://www.cian.ru/sale/flat/148257362/,21.3,3.0,0,9.0,8500000,косметический,,31.6,1.0,6.54254112973253,55.761872,37.562676,1
101,–,0,0,6,101,11.5,1,http://www.cian.ru/sale/flat/150389374/,18.5,5.0,0,17.0,8500000,косметический,1.0,37.0,1.0,5.347915373805694,55.734805,37.668156,1
102,0,0,0,1,102,5.0,1,http://www.cian.ru/sale/flat/148664905/,26.6,7.0,0,9.0,8500000,косметический,0.0,42.0,1.0,6.023031882872485,55.755282,37.567159,2
103,0,0,0,2,103,,1,http://www.cian.ru/sale/flat/149031256/,34.4,6.0,1,,8501908,,,34.4,1.0,5.812966511764322,55.775753,37.671938,1
104,1,0,0,1,104,12.0,1,http://www.cian.ru/sale/flat/150923798/,37.0,18.0,0,13.0,8600000,евроремонт,,52.0,1.0,9.274300269200367,55.771034,37.703972,2
105,–,0,0,13,105,9.0,1,http://www.cian.ru/sale/flat/150713491/,23.1,2.0,0,14.0,8650000,косметический,,38.8,1.0,5.4892428652495475,55.780046,37.668237,1
106,0,0,0,3,106,,1,http://www.cian.ru/sale/flat/149031363/,38.4,6.0,1,,8672814,,,38.4,1.0,5.812966511764322,55.775753,37.671938,1
107,1,0,0,12,107,8.0,1,http://www.cian.ru/sale/flat/148350834/,19.0,10.0,0,17.0,8700000,косметический,,39.0,1.0,7.57091387302094,55.742103,37.68897,1
108,1,0,0,4,108,6.0,1,http://www.cian.ru/sale/flat/150152817/,29.0,6.0,0,9.0,8700000,косметический,1.0,44.0,0.0,2.5443455956605003,55.791344,37.629547,2
109,1,0,0,6,109,9.0,1,http://www.cian.ru/sale/flat/150315093/,20.0,10.0,0,17.0,8700000,косметический,0.0,38.0,1.0,7.420311898621998,55.743041,37.687659,1
110,1,0,0,3,110,6.0,–,http://www.cian.ru/sale/flat/145539078/,18.0,9.0,0,5.0,8800000,косметический,1.0,30.0,1.0,3.9134569377224295,55.76762,37.587021,1
111,1,0,0,5,111,5.0,–,http://www.cian.ru/sale/flat/51566329/,18.0,13.0,0,5.0,8800000,,1.0,30.0,1.0,4.639216117652777,55.738343,37.580436,1
112,2 лодж.,0,0,6,112,,1,http://www.cian.ru/sale/flat/28325146/,88.0,3.0,0,10.0,199000000,,,155.0,1.0,1.2217410186962476,55.735915,37.616252,3
113,1,0,0,7,113,12.2,1,http://www.cian.ru/sale/flat/146853464/,26.6,5.0,1,13.0,29634768,,,68.1,1.0,5.621620505609426,55.726762,37.573002,1
114,1,0,0,5,114,21.2,1,http://www.cian.ru/sale/flat/41951628/,165.0,11.0,0,6.0,423908550,дизайнерский,1.0,307.0,1.0,2.2489386941792815,55.738622,37.602813,4
115,0,0,0,2,115,,1,http://www.cian.ru/sale/flat/149031325/,52.7,6.0,1,,8839861,,,52.7,1.0,5.812966511764322,55.775753,37.671938,1
116,0,0,0,2,116,,1,http://www.cian.ru/sale/flat/149031239/,40.3,6.0,1,,8851913,,,40.3,1.0,5.812966511764322,55.775753,37.671938,1
117,0,0,0,3,117,,1,http://www.cian.ru/sale/flat/149031367/,39.4,6.0,1,,8896178,,,39.4,1.0,5.812966511764322,55.775753,37.671938,1
118,–,0,0,1,118,10.0,–,http://www.cian.ru/sale/flat/151019103/,23.0,3.0,0,3.0,8900000,косметический,1.0,39.0,1.0,6.922850960795477,55.771616,37.682592,1
119,1,0,0,21,119,11.0,–,http://www.cian.ru/sale/flat/151113735/,22.0,14.0,0,25.0,8900000,косметический,,43.0,1.0,7.438052927737695,55.740015,37.68765,1
120,2 лодж.,0,0,1,120,7.0,1,http://www.cian.ru/sale/flat/150094573/,31.0,9.0,0,12.0,8900000,косметический,,47.5,1.0,6.104981215514815,55.728591,37.67431,2
121,–,0,0,4,121,7.0,1,http://www.cian.ru/sale/flat/150515133/,17.0,4.0,0,12.0,9000000,евроремонт,1.0,33.0,1.0,4.013502240580081,55.753889,37.657305,1
122,–,0,0,1,122,10.0,1,http://www.cian.ru/sale/flat/150809777/,20.0,7.0,0,12.0,9000000,косметический,1.0,40.0,1.0,6.440164406734393,55.768061,37.678514,1
123,–,0,0,1,123,10.1,1,http://www.cian.ru/sale/flat/147215248/,16.0,9.0,0,16.0,9000000,евроремонт,1.0,36.7,1.0,5.563946174830014,55.771925,37.572369,1
124,1,0,0,7,124,7.2,1,http://www.cian.ru/sale/flat/140323353/,31.0,7.0,0,12.0,9000000,косметический,1.0,48.0,1.0,2.970798911974238,55.787801,37.639671,2
125,–,0,0,1,125,10.1,1,http://www.cian.ru/sale/flat/147059590/,16.0,5.0,0,16.0,9000000,евроремонт,1.0,36.7,1.0,5.563946174830014,55.771925,37.572369,1
126,–,0,0,4,126,9.0,1,http://www.cian.ru/sale/flat/149922809/,34.0,3.0,0,6.0,9000000,,,54.0,1.0,3.957487979843315,55.771312,37.655347,2
127,–,0,0,1,127,7.0,–,http://www.cian.ru/sale/flat/149657988/,40.0,8.0,0,8.0,9000000,косметический,1.0,52.0,1.0,2.7161247813911626,55.788054,37.635979,2
128,1,0,0,3,128,5.0,1,http://www.cian.ru/sale/flat/148934694/,18.0,11.0,0,9.0,9000000,косметический,,31.0,1.0,4.1002818596234825,55.765088,37.657493,1
129,1,0,0,5,129,9.0,1,http://www.cian.ru/sale/flat/150612489/,21.0,5.0,0,13.0,9000000,косметический,0.0,40.0,0.0,3.8947918325592648,55.733624,37.654448,1
130,0,0,0,4,130,,1,http://www.cian.ru/sale/flat/149031378/,53.6,6.0,1,,9069305,,,53.6,1.0,5.812966511764322,55.775753,37.671938,1
131,1,0,0,12,131,10.0,1,http://www.cian.ru/sale/flat/148894545/,19.1,9.0,0,16.0,9100000,косметический,1.0,38.0,1.0,2.2841481150061296,55.725995,37.634892,1
132,0,0,0,3,132,,1,http://www.cian.ru/sale/flat/149031357/,53.3,6.0,1,,9117548,,,53.3,1.0,5.812966511764322,55.775753,37.671938,1
133,0,0,0,3,133,,1,http://www.cian.ru/sale/flat/150118029/,53.3,5.0,0,6.0,9117548,,0.0,53.3,1.0,5.850988316490558,55.775824,37.67228,2
134,0,0,0,1,134,,1,http://www.cian.ru/sale/flat/149031222/,42.6,6.0,1,,9173126,,,42.6,1.0,5.812966511764322,55.775753,37.671938,1
135,–,0,0,1,135,6.0,–,http://www.cian.ru/sale/flat/148224543/,29.0,6.0,0,5.0,9200000,косметический,1.0,44.0,1.0,1.7905159443563328,55.779423,37.627966,2
136,1,0,0,9,136,8.0,1,http://www.cian.ru/sale/flat/147901521/,19.0,11.0,0,17.0,9200000,косметический,1.0,38.0,1.0,7.01326701755396,55.74108,37.683877,1
137,1,0,0,11,137,7.5,1,http://www.cian.ru/sale/flat/150468272/,22.2,5.0,0,12.0,9300000,евроремонт,1.0,39.5,1.0,6.440164406734393,55.768061,37.678514,2
138,1,0,0,6,138,6.0,1,http://www.cian.ru/sale/flat/150297774/,29.3,15.0,0,12.0,9300000,отсутствует,1.0,45.0,1.0,8.392019824342881,55.762439,37.54604,2
139,1,0,0,8,139,5.0,1,http://www.cian.ru/sale/flat/148533758/,27.0,7.0,0,9.0,9300000,евроремонт,1.0,42.0,1.0,9.504794190333907,55.776598,37.705634,2
140,1,0,0,3,140,10.0,1,http://www.cian.ru/sale/flat/149490088/,45.0,5.0,0,5.0,9800000,косметический,1.0,60.0,1.0,5.812966511764322,55.775753,37.671938,2
141,1,0,0,1,141,7.0,1,http://www.cian.ru/sale/flat/150032074/,28.0,10.0,0,6.0,15400000,косметический,1.0,49.0,0.0,4.664017819466026,55.739797,37.58005,2
142,1,0,0,5,142,11.6,1,http://www.cian.ru/sale/flat/146853461/,27.6,10.0,1,19.0,14328600,,,57.2,1.0,2.6669379614071294,55.774305,37.642132,2
143,–,0,0,9,143,,–,http://www.cian.ru/sale/flat/50961358/,,5.0,1,39.0,9327150,,,44.1,1.0,6.3912617749249305,55.771218,37.564721,1
144,0,0,0,2,144,,1,http://www.cian.ru/sale/flat/149920195/,42.6,5.0,0,6.0,9356608,,0.0,42.6,1.0,5.845458443318635,55.776294,37.672163,1
145,–,0,0,1,145,8.0,1,http://www.cian.ru/sale/flat/150329842/,22.0,2.0,0,9.0,9390000,,1.0,37.0,1.0,6.518465413780656,55.774811,37.678559,2
146,–,0,0,7,146,,–,http://www.cian.ru/sale/flat/50960873/,,5.0,1,39.0,9432900,,,44.6,1.0,6.3912617749249305,55.771218,37.564721,1
147,1,0,0,3,147,6.0,–,http://www.cian.ru/sale/flat/150639725/,29.0,9.0,0,5.0,9500000,косметический,1.0,43.0,1.0,3.8153964807991256,55.73478,37.653909,2
148,1,0,0,4,148,6.8,–,http://www.cian.ru/sale/flat/149146537/,29.0,15.0,0,5.0,9500000,косметический,1.0,45.0,1.0,5.82671350562364,55.771641,37.569926,2
149,1,0,0,3,149,7.8,1,http://www.cian.ru/sale/flat/150738741/,30.0,8.0,0,8.0,9500000,косметический,1.0,46.0,1.0,2.527378940136238,55.792124,37.627813,2
150,1,0,0,13,150,7.4,1,http://www.cian.ru/sale/flat/150940127/,19.0,15.0,0,17.0,9500000,косметический,0.0,38.0,1.0,11.093956027368725,55.758124,37.521632,1
151,–,0,0,1,151,6.0,–,http://www.cian.ru/sale/flat/149842937/,18.0,4.0,0,5.0,9500000,отсутствует,0.0,30.0,1.0,3.506675883527917,55.769707,37.591117,1
152,1,0,0,9,152,9.0,1,http://www.cian.ru/sale/flat/150827072/,18.0,11.0,0,9.0,9500000,евроремонт,,33.9,1.0,6.172906955581693,55.769904,37.566584,1
153,0,0,0,6,153,10.0,1,http://www.cian.ru/sale/flat/149951233/,20.0,5.0,0,18.0,9500000,,0.0,38.5,1.0,6.1553589028289935,55.746466,37.676412,1
154,1,0,0,10,154,7.0,1,http://www.cian.ru/sale/flat/149414837/,27.0,10.0,0,12.0,9500000,косметический,1.0,45.0,1.0,5.8779018910975225,55.766724,37.673519,2
155,1,0,0,3,155,7.9,1,http://www.cian.ru/sale/flat/150649363/,16.8,15.0,0,24.0,9500000,косметический,,36.9,1.0,8.11805642632605,55.737345,37.693624,1
