,Bal,Brick,District,Floor,ID,Kitsp,Lift,Link,Livesp,Metrdist,New,Nfloor,Price,Remont,Tel,Totsp,Walk,dist,lat,lon,rooms
11,Ц,0,0,1,11,10.0,1,http://www.cian.ru/sale/flat/149300855/,20.0,13.0,0,12.0,6000000,косметический,,35.0,1.0,10.9378833791994,55.753387,37.522998,1
12,Ц,0,0,5,12,6.0,Ц,http://www.cian.ru/sale/flat/145609912/,20.0,10.0,0,5.0,6000000,косметический,,32.0,1.0,9.165636565415408,55.764551,37.539158,1
13,1,0,0,12,13,10.0,1,http://www.cian.ru/sale/flat/149727197/,20.0,10.0,0,12.0,6100000,косметический,1.0,36.0,1.0,6.312487346862632,55.737988,37.677301,1
14,1,0,0,1,14,9.6,1,http://www.cian.ru/sale/flat/149565205/,20.0,10.0,0,1.0,6200000,отсутствует,,37.4,1.0,7.675244104342097,55.775793,37.689042,1
15,Ц,0,0,4,15,,1,http://www.cian.ru/sale/flat/148708005/,,5.0,0,4.0,6258687,,,25.5,1.0,5.845458443318635,55.776294,37.672163,1
16,0,0,0,4,16,,1,http://www.cian.ru/sale/flat/149031382/,25.5,6.0,1,,6258687,,,25.5,1.0,5.812966511764322,55.775753,37.671938,1
17,0,0,0,2,17,,1,http://www.cian.ru/sale/flat/149031327/,32.6,6.0,1,,6285999,,,32.6,1.0,5.812966511764322,55.775753,37.671938,1
18,0,0,0,1,18,8.0,0,http://www.cian.ru/sale/flat/150463857/,18.0,12.0,0,4.0,6300000,косметический,1.0,35.0,0.0,7.278956167032147,55.778522,37.685099,1
19,0,0,0,3,19,,1,http://www.cian.ru/sale/flat/148800467/,29.5,5.0,0,6.0,6325576,,0.0,29.5,1.0,5.850988316490558,55.775824,37.67228,1
20,Ц,0,0,3,20,,1,http://www.cian.ru/sale/flat/149023309/,,5.0,0,4.0,6325576,,,30.0,1.0,5.845458443318635,55.776294,37.672163,1
21,1,0,0,2,21,8.0,Ц,http://www.cian.ru/sale/flat/148112883/,21.0,12.0,0,5.0,6350000,отсутствует,1.0,34.0,1.0,7.035784293185213,55.770613,37.558796,1
22,Ц,0,0,3,22,,1,http://www.cian.ru/sale/flat/149812301/,,5.0,0,4.0,6437035,,,33.5,1.0,5.845458443318635,55.776294,37.672163,1
23,0,0,0,3,23,,1,http://www.cian.ru/sale/flat/149031358/,33.4,6.0,1,,6437035,,,33.4,1.0,5.812966511764322,55.775753,37.671938,1
24,Ц,0,0,4,24,,1,http://www.cian.ru/sale/flat/149023307/,,5.0,0,4.0,6449418,,,28.5,1.0,5.845458443318635,55.776294,37.672163,1
25,0,0,0,3,25,,1,http://www.cian.ru/sale/flat/149031349/,28.2,6.0,1,,6467402,,,28.2,1.0,5.812966511764322,55.775753,37.671938,1
26,Ц,0,0,2,26,6.0,Ц,http://www.cian.ru/sale/flat/140980631/,20.5,11.0,0,5.0,6500000,косметический,1.0,36.8,1.0,11.055574905709802,55.751361,37.521947,1
27,0,0,0,4,27,,1,http://www.cian.ru/sale/flat/149031380/,33.2,6.0,1,,6521566,,,33.2,1.0,5.812966511764322,55.775753,37.671938,1
28,Ц,0,0,5,28,15.0,1,http://www.cian.ru/sale/flat/50246314/,16.0,4.0,0,5.0,16300000,евроремонт,,40.0,1.0,1.7743072268394033,55.757602,37.637012,1
29,0,0,0,36,29,20.0,1,http://www.cian.ru/sale/flat/148956565/,80.0,2.0,0,62.0,69219687,дизайнерский,1.0,109.0,1.0,9.15609014028574,55.747115,37.539078,3
30,Ц,0,0,2,30,7.0,1,http://www.cian.ru/sale/flat/49362529/,25.0,2.0,0,10.0,16500000,евроремонт,1.0,41.0,1.0,1.8208113024031647,55.763067,37.605831,2
31,0,0,0,4,31,,1,http://www.cian.ru/sale/flat/149031376/,28.1,6.0,1,,6577730,,,28.1,1.0,5.812966511764322,55.775753,37.671938,1
32,0,0,0,2,32,,1,http://www.cian.ru/sale/flat/149031330/,27.9,6.0,1,,6597337,,,27.9,1.0,5.812966511764322,55.775753,37.671938,1
33,1,0,0,2,33,10.0,1,http://www.cian.ru/sale/flat/150459322/,18.0,10.0,0,12.0,6600000,дизайнерский,1.0,34.0,1.0,11.395614633764742,55.758564,37.518928,1
34,1,0,0,5,34,6.0,1,http://www.cian.ru/sale/flat/150679023/,18.0,5.0,0,9.0,6600000,косметический,,33.1,1.0,6.347286670379649,55.73003,37.676753,2
35,1,0,0,5,35,5.6,1,http://www.cian.ru/sale/flat/150678964/,20.2,5.0,0,9.0,6600000,косметический,,33.1,1.0,6.347286670379649,55.73003,37.676753,1
36,Ц,0,0,5,36,,Ц,http://www.cian.ru/sale/flat/150684424/,27.8,,1,19.0,6690600,,,41.2,,7.153195429130898,55.745617,37.685364,2
37,1,0,0,4,37,7.0,Ц,http://www.cian.ru/sale/flat/150720249/,19.0,15.0,0,5.0,6800000,косметический,0.0,31.0,1.0,8.78441029699077,55.759537,37.542419,1
38,1,0,0,9,38,8.0,1,http://www.cian.ru/sale/flat/147655377/,17.0,9.0,0,12.0,6850000,косметический,,32.0,1.0,6.2436290751476395,55.734962,37.676385,1
39,0,0,0,1,39,,1,http://www.cian.ru/sale/flat/149031233/,25.4,6.0,1,,6889376,,,25.4,1.0,5.812966511764322,55.775753,37.671938,1
40,Ц,0,0,4,40,,Ц,http://www.cian.ru/sale/flat/150684509/,27.8,,1,19.0,6980600,,,41.3,,7.153195429130898,55.745617,37.685364,2
41,Ц,0,0,5,41,,Ц,http://www.cian.ru/sale/flat/150684571/,23.4,,1,19.0,6980600,,,42.0,,7.153195429130898,55.745617,37.685364,2
42,Ц,0,0,5,42,7.5,1,http://www.cian.ru/sale/flat/150627596/,17.6,6.0,0,9.0,6998000,косметический,,33.0,1.0,3.060828067541753,55.789345,37.639931,1
43,Ц,0,0,20,43,,1,http://www.cian.ru/sale/flat/150706578/,25.0,7.0,1,44.0,7000000,,,42.0,1.0,6.384452053704632,55.770244,37.564689,1
44,Ц,0,0,2,44,5.5,1,http://www.cian.ru/sale/flat/19220848/,22.0,10.0,0,9.0,7000000,косметический,0.0,35.0,1.0,6.993575631788777,55.735302,37.683257,2
45,1,0,0,5,45,6.0,1,http://www.cian.ru/sale/flat/150519279/,22.0,16.0,0,9.0,7050000,косметический,,34.0,1.0,6.993575631788777,55.735302,37.683257,2
46,1,0,0,29,46,10.0,1,http://www.cian.ru/sale/flat/148829580/,27.4,,1,44.0,7140000,,,41.8,,6.384452053704632,55.770244,37.564689,1
47,1,0,0,8,47,6.0,1,http://www.cian.ru/sale/flat/150378060/,16.0,12.0,0,16.0,7200000,косметический,,30.0,1.0,5.844282187193462,55.740771,37.673277,1
48,Ц,0,0,4,48,,Ц,http://www.cian.ru/sale/flat/150545360/,25.0,12.0,0,5.0,7200000,дизайнерский,,27.0,1.0,7.948049025312013,55.77472,37.691638,1
49,1,0,0,3,49,6.0,1,http://www.cian.ru/sale/flat/149808503/,19.0,15.0,0,9.0,7200000,евроремонт,,32.0,1.0,6.881968211380152,55.733472,37.682062,1
50,0,0,0,2,50,6.0,1,http://www.cian.ru/sale/flat/150645957/,18.0,4.0,0,9.0,7200000,,0.0,31.0,1.0,6.532945374312487,55.774011,37.678784,1
51,0,0,0,3,51,,1,http://www.cian.ru/sale/flat/150118457/,33.6,5.0,0,6.0,7220153,,0.0,33.6,1.0,5.850988316490558,55.775824,37.67228,1
52,0,0,0,20,52,,1,http://www.cian.ru/sale/flat/150833956/,,11.0,1,44.0,7250000,,,41.9,1.0,6.384452053704632,55.770244,37.564689,1
53,0,0,0,3,53,,1,http://www.cian.ru/sale/flat/149031368/,32.5,6.0,1,,7334891,,,32.5,1.0,5.812966511764322,55.775753,37.671938,1
54,1,0,0,4,54,6.0,0,http://www.cian.ru/sale/flat/149396229/,19.5,5.0,0,5.0,7400000,косметический,0.0,32.0,1.0,5.273891998183426,55.755353,37.668615,1
55,0,0,0,2,55,,1,http://www.cian.ru/sale/flat/149031262/,27.6,6.0,1,,7411462,,,27.6,1.0,5.812966511764322,55.775753,37.671938,1
56,Ц,0,0,2,56,,1,http://www.cian.ru/sale/flat/150090582/,,12.0,0,14.0,207659061,,,270.3,1.0,4.5171158886559155,55.740715,37.581298,4
57,Ц,0,0,7,57,9.6,1,http://www.cian.ru/sale/flat/149472851/,30.0,5.0,0,12.0,11100000,косметический,1.0,50.6,1.0,5.871028073119283,55.744059,37.673735,2
58,Ц,0,0,45,58,,1,http://www.cian.ru/sale/flat/148071660/,160.0,3.0,0,85.0,97161579,дизайнерский,1.0,188.0,1.0,9.671145271295098,55.750028,37.534397,3
59,1,0,0,5,59,6.0,0,http://www.cian.ru/sale/flat/149390159/,30.0,15.0,0,5.0,7500000,,1.0,45.0,1.0,9.227520710441325,55.75937,37.538431,2
60,1,0,0,9,60,8.5,1,http://www.cian.ru/sale/flat/149063476/,17.0,10.0,0,12.0,7500000,евроремонт,0.0,35.2,1.0,7.6587498656937045,55.773732,37.689096,1
61,0,0,0,4,61,,1,http://www.cian.ru/sale/flat/149031388/,33.0,6.0,1,,7584028,,,33.0,1.0,5.812966511764322,55.775753,37.671938,1
62,1,0,0,2,62,6.0,Ц,http://www.cian.ru/sale/flat/149507258/,36.0,10.0,0,5.0,7650000,косметический,1.0,43.0,1.0,8.613157668637525,55.762571,37.544054,2
63,1,0,0,2,63,6.0,Ц,http://www.cian.ru/sale/flat/149507223/,36.0,15.0,0,5.0,7650000,косметический,1.0,43.0,1.0,8.613157668637525,55.762571,37.544054,2
64,1,0,0,8,64,,1,http://www.cian.ru/sale/flat/149213362/,,5.0,0,16.0,7693500,,,34.0,1.0,2.6669379614071294,55.774305,37.642132,1
65,Ц,0,0,4,65,,1,http://www.cian.ru/sale/flat/148708004/,,5.0,0,4.0,7764334,,,32.2,1.0,5.845458443318635,55.776294,37.672163,1
66,Ц,0,0,3,66,,1,http://www.cian.ru/sale/flat/150833993/,,9.0,1,6.0,7787802,,,32.2,1.0,5.812966511764322,55.775753,37.671938,1
67,1,0,0,3,67,6.0,Ц,http://www.cian.ru/sale/flat/146275883/,21.0,4.0,0,5.0,7800000,евроремонт,,32.0,1.0,6.457828400481033,55.761882,37.56344,1
68,1,0,0,7,68,6.0,1,http://www.cian.ru/sale/flat/150043158/,20.0,13.0,0,9.0,7800000,косметический,1.0,31.0,1.0,8.12110104243524,55.764384,37.548564,1
69,0,0,0,3,69,,1,http://www.cian.ru/sale/flat/149031278/,34.9,6.0,1,,7838741,,,34.9,1.0,5.812966511764322,55.775753,37.671938,1
70,Ц,0,0,3,70,4.0,0,http://www.cian.ru/sale/flat/150638556/,15.0,4.0,0,5.0,7850000,косметический,,24.0,1.0,2.044972292342174,55.770294,37.636976,1
71,0,0,0,2,71,,1,http://www.cian.ru/sale/flat/147872339/,29.0,5.0,0,6.0,7863878,,0.0,29.0,1.0,5.845458443318635,55.776294,37.672163,1
72,0,0,0,2,72,,1,http://www.cian.ru/sale/flat/149031257/,29.0,6.0,1,,7863878,,,29.0,1.0,5.812966511764322,55.775753,37.671938,1
73,1,0,0,3,73,9.0,1,http://www.cian.ru/sale/flat/149431030/,19.0,5.0,0,16.0,7866000,евроремонт,,34.0,1.0,2.6669379614071294,55.774305,37.642132,1
74,Ц,0,0,2,74,,1,http://www.cian.ru/sale/flat/150833977/,,9.0,1,6.0,7989174,,,28.0,1.0,5.812966511764322,55.775753,37.671938,1
75,1,0,0,5,75,5.6,Ц,http://www.cian.ru/sale/flat/150405030/,29.2,7.0,0,5.0,8000000,косметический,,43.4,1.0,8.282096399683288,55.754335,37.546857,2
76,2 лодж.,0,0,2,76,9.0,1,http://www.cian.ru/sale/flat/150206839/,20.0,8.0,0,14.0,8000000,евроремонт,1.0,37.0,0.0,7.001652746024821,55.734141,37.683221,1
77,1,0,0,8,77,9.0,1,http://www.cian.ru/sale/flat/149213364/,19.0,5.0,0,16.0,8002800,,,34.0,1.0,2.6669379614071294,55.774305,37.642132,1
78,0,0,0,2,78,10.0,1,http://www.cian.ru/sale/flat/143167140/,25.0,5.0,1,5.0,8010090,,,39.0,1.0,2.4515770300237656,55.721589,37.608284,2
79,Ц,0,0,2,79,9.0,1,http://www.cian.ru/sale/flat/148024672/,15.0,7.0,0,17.0,8050000,косметический,1.0,35.0,1.0,7.018845299986941,55.743781,37.684075,1
80,0,0,0,2,80,,1,http://www.cian.ru/sale/flat/148800461/,55.2,5.0,0,6.0,8081363,,0.0,55.2,1.0,5.850988316490558,55.775824,37.67228,2
81,Ц,0,0,2,81,,1,http://www.cian.ru/sale/flat/149808771/,,5.0,0,5.0,8081363,,,55.2,1.0,5.845458443318635,55.776294,37.672163,2
82,Ц,0,0,2,82,,1,http://www.cian.ru/sale/flat/149808778/,,5.0,0,5.0,8081363,,,55.2,1.0,5.845458443318635,55.776294,37.672163,1
83,1,0,0,3,83,6.0,Ц,http://www.cian.ru/sale/flat/149298419/,19.0,10.0,0,5.0,8100000,косметический,,31.0,1.0,6.498206563416348,55.757962,37.562937,1
84,1,0,0,3,84,,1,http://www.cian.ru/sale/flat/149959347/,122.0,6.0,0,7.0,174636825,отсутствует,,153.0,1.0,2.0397344993996476,55.7578,37.603101,3
85,1,0,0,5,85,,1,http://www.cian.ru/sale/flat/149670596/,145.0,8.0,0,12.0,222265050,,,182.0,1.0,4.98329733171943,55.766916,37.577139,4
86,1,0,0,6,86,18.0,1,http://www.cian.ru/sale/flat/149965639/,45.0,2.0,0,8.0,50000000,дизайнерский,1.0,78.0,1.0,2.678256452399464,55.770401,37.599175,2
87,0,0,0,2,87,,1,http://www.cian.ru/sale/flat/150118455/,39.8,5.0,0,6.0,8112552,,0.0,39.8,1.0,5.850988316490558,55.775824,37.67228,1
88,0,0,0,2,88,,1,http://www.cian.ru/sale/flat/149031339/,39.8,6.0,1,,8112552,,,39.8,1.0,5.812966511764322,55.775753,37.671938,1
89,1,0,0,3,89,6.0,Ц,http://www.cian.ru/sale/flat/150856219/,40.0,4.0,0,5.0,8150000,евроремонт,1.0,56.0,1.0,2.3108749958306287,55.733655,37.638835,3
90,Ц,0,0,3,90,,Ц,http://www.cian.ru/sale/flat/148778282/,,7.0,0,44.0,8157500,,,43.0,1.0,6.384452053704632,55.770244,37.564689,1
91,1,0,0,7,91,5.6,1,http://www.cian.ru/sale/flat/147398175/,32.3,7.0,0,9.0,8200000,косметический,1.0,44.6,1.0,6.133419264356383,55.730831,37.674885,2
92,1,0,0,12,92,9.0,1,http://www.cian.ru/sale/flat/150552626/,18.0,11.0,0,12.0,8200000,евроремонт,,36.0,1.0,5.8779018910975225,55.766724,37.673519,1
93,2 балк.,0,0,2,93,8.5,Ц,http://www.cian.ru/sale/flat/150418247/,20.0,15.0,0,5.0,8200000,евроремонт,1.0,40.0,1.0,8.903031588315411,55.761381,37.541404,1
94,Ц,0,0,5,94,,1,http://www.cian.ru/sale/flat/150833988/,,9.0,1,6.0,8230204,,,30.6,1.0,5.812966511764322,55.775753,37.671938,1
95,0,0,0,5,95,,1,http://www.cian.ru/sale/flat/149031312/,30.6,6.0,1,,8230204,,,30.6,1.0,5.812966511764322,55.775753,37.671938,1
96,0,0,0,4,96,,1,http://www.cian.ru/sale/flat/149031294/,28.6,6.0,1,,8232146,,,28.6,1.0,5.812966511764322,55.775753,37.671938,1
97,Ц,0,0,7,97,10.0,1,http://www.cian.ru/sale/flat/148901680/,19.0,5.0,0,12.0,8299000,евроремонт,1.0,35.0,1.0,7.0962878681537065,55.772639,37.684075,1
98,0,0,0,7,98,10.0,1,http://www.cian.ru/sale/flat/148398513/,17.0,5.0,0,12.0,8300000,косметический,1.0,35.0,0.0,7.0962878681537065,55.772639,37.684075,1
99,0,0,0,2,99,,1,http://www.cian.ru/sale/flat/149031331/,37.9,6.0,1,,8375472,,,37.9,1.0,5.812966511764322,55.775753,37.671938,1
100,1,0,0,9,100,5.1,1,http://www.cian.ru/sale/flat/50540787/,19.0,6.0,0,9.0,8400000,косметический,1.0,32.0,1.0,5.372051135976944,55.771418,37.668435,1
101,Ц,0,0,5,101,6.0,Ц,http://www.cian.ru/sale/flat/144408040/,19.0,7.0,0,5.0,8400000,евроремонт,1.0,31.0,1.0,5.6995506386233945,55.762505,37.570312,1
102,1,0,0,7,102,8.0,1,http://www.cian.ru/sale/flat/150538968/,19.0,14.0,0,16.0,8400000,косметический,1.0,39.0,1.0,8.585065318387949,55.775262,37.697388,1
103,Ц,0,0,6,103,11.5,1,http://www.cian.ru/sale/flat/150389374/,18.5,5.0,0,17.0,8500000,косметический,1.0,37.0,1.0,5.347915373805694,55.734805,37.668156,1
104,0,0,0,1,104,5.0,1,http://www.cian.ru/sale/flat/148664905/,26.6,7.0,0,9.0,8500000,косметический,0.0,42.0,1.0,6.023031882872485,55.755282,37.567159,2
105,1,0,0,6,105,9.0,1,http://www.cian.ru/sale/flat/150585923/,18.0,10.0,0,16.0,8500000,,1.0,35.0,1.0,3.8489888213182324,55.78486,37.59153,1
106,1,0,0,3,106,6.0,0,http://www.cian.ru/sale/flat/137249950/,28.7,8.0,0,5.0,8500000,косметический,1.0,43.5,1.0,6.664758444816653,55.770537,37.562164,2
107,0,0,0,4,107,,1,http://www.cian.ru/sale/flat/149031386/,37.0,6.0,1,,8513060,,,37.0,1.0,5.812966511764322,55.775753,37.671938,1
108,1,0,0,1,108,12.0,1,http://www.cian.ru/sale/flat/150923798/,37.0,18.0,0,13.0,8600000,евроремонт,,52.0,1.0,9.274300269200367,55.771034,37.703972,2
109,0,0,0,4,109,,1,http://www.cian.ru/sale/flat/149031391/,36.8,6.0,1,,8611226,,,36.8,1.0,5.812966511764322,55.775753,37.671938,1
110,1,0,0,2,110,16.0,1,http://www.cian.ru/sale/flat/150712854/,20.0,7.0,1,44.0,8690500,,,45.5,1.0,6.384452053704632,55.770244,37.564689,1
111,1,0,0,12,111,8.0,1,http://www.cian.ru/sale/flat/148350834/,19.0,10.0,0,17.0,8700000,косметический,,39.0,1.0,7.57091387302094,55.742103,37.68897,1
112,Ц,0,0,11,112,,Ц,http://www.cian.ru/sale/flat/150882493/,40.0,12.0,1,14.0,36099975,,,75.0,1.0,1.949787405335784,55.722905,37.617292,2
113,2 лодж.,0,0,4,113,30.0,1,http://www.cian.ru/sale/flat/148718483/,98.0,9.0,0,6.0,95256450,отсутствует,0.0,153.0,1.0,4.315227552466421,55.735064,37.583868,3
114,Ц,0,0,3,114,15.0,1,http://www.cian.ru/sale/flat/150858218/,85.0,6.0,0,6.0,41277795,дизайнерский,1.0,116.0,1.0,1.1721894715717782,55.766749,37.628631,3
115,1,0,0,4,115,6.0,1,http://www.cian.ru/sale/flat/150152817/,29.0,6.0,0,9.0,8700000,косметический,1.0,44.0,0.0,2.5443455956605003,55.791344,37.629547,2
116,0,0,0,2,116,,1,http://www.cian.ru/sale/flat/149031325/,52.7,6.0,1,,8839861,,,52.7,1.0,5.812966511764322,55.775753,37.671938,1
117,0,0,0,2,117,,1,http://www.cian.ru/sale/flat/149031239/,40.3,6.0,1,,8851913,,,40.3,1.0,5.812966511764322,55.775753,37.671938,1
118,0,0,0,3,118,,1,http://www.cian.ru/sale/flat/149031367/,39.4,6.0,1,,8896178,,,39.4,1.0,5.812966511764322,55.775753,37.671938,1
119,1,0,0,12,119,10.5,1,http://www.cian.ru/sale/flat/149330276/,20.0,3.0,0,22.0,8900000,косметический,1.0,40.0,0.0,6.318462732561602,55.745473,37.67784,1
120,2 лодж.,0,0,1,120,7.0,1,http://www.cian.ru/sale/flat/150094573/,31.0,9.0,0,12.0,8900000,косметический,,47.5,1.0,6.104981215514815,55.728591,37.67431,2
121,0,0,0,3,121,,1,http://www.cian.ru/sale/flat/149031277/,43.7,6.0,1,,8903736,,,43.7,1.0,5.812966511764322,55.775753,37.671938,1
122,0,0,0,4,122,,1,http://www.cian.ru/sale/flat/149031385/,49.9,6.0,1,,8943624,,,49.9,1.0,5.812966511764322,55.775753,37.671938,1
123,0,0,0,4,123,9.0,Ц,http://www.cian.ru/sale/flat/149922809/,34.0,3.0,0,6.0,9000000,,,54.0,1.0,3.957487979843315,55.771312,37.655347,2
124,1,0,0,16,124,10.0,1,http://www.cian.ru/sale/flat/136772061/,17.0,4.0,0,21.0,9000000,дизайнерский,1.0,35.0,1.0,5.670272608166333,55.781934,37.669603,1
125,1,0,0,3,125,5.0,1,http://www.cian.ru/sale/flat/148934694/,18.0,11.0,0,9.0,9000000,косметический,,31.0,1.0,4.1002818596234825,55.765088,37.657493,1
126,Ц,0,0,1,126,7.0,Ц,http://www.cian.ru/sale/flat/149657988/,40.0,8.0,0,8.0,9000000,косметический,1.0,52.0,1.0,2.7161247813911626,55.788054,37.635979,2
127,Ц,0,0,4,127,7.0,1,http://www.cian.ru/sale/flat/150515133/,17.0,4.0,0,12.0,9000000,евроремонт,1.0,33.0,1.0,4.013502240580081,55.753889,37.657305,1
128,1,0,0,13,128,8.0,1,http://www.cian.ru/sale/flat/150632548/,19.0,10.0,0,17.0,9000000,косметический,,38.0,1.0,6.58972179801599,55.740705,37.680023,1
129,Ц,0,0,1,129,10.0,1,http://www.cian.ru/sale/flat/150809777/,20.0,7.0,0,12.0,9000000,косметический,1.0,40.0,1.0,6.440164406734393,55.768061,37.678514,1
130,1,0,0,5,130,5.1,1,http://www.cian.ru/sale/flat/148257362/,21.3,3.0,0,9.0,9000000,косметический,,31.6,1.0,6.54254112973253,55.761872,37.562676,1
131,Ц,0,0,1,131,10.1,1,http://www.cian.ru/sale/flat/147215248/,16.0,9.0,0,16.0,9000000,евроремонт,1.0,36.7,1.0,5.563946174830014,55.771925,37.572369,1
132,Ц,0,0,1,132,10.1,1,http://www.cian.ru/sale/flat/147059590/,16.0,5.0,0,16.0,9000000,евроремонт,1.0,36.7,1.0,5.563946174830014,55.771925,37.572369,1
133,1,0,0,7,133,7.2,1,http://www.cian.ru/sale/flat/140323353/,31.0,7.0,0,12.0,9000000,косметический,1.0,48.0,1.0,2.970798911974238,55.787801,37.639671,2
134,1,0,0,12,134,10.0,1,http://www.cian.ru/sale/flat/148894545/,19.1,9.0,0,16.0,9100000,косметический,1.0,38.0,1.0,2.2841481150061296,55.725995,37.634892,1
135,0,0,0,3,135,,1,http://www.cian.ru/sale/flat/150118029/,53.3,5.0,0,6.0,9117548,,0.0,53.3,1.0,5.850988316490558,55.775824,37.67228,2
136,0,0,0,3,136,,1,http://www.cian.ru/sale/flat/149031357/,53.3,6.0,1,,9117548,,,53.3,1.0,5.812966511764322,55.775753,37.671938,1
137,1,0,0,16,137,9.7,1,http://www.cian.ru/sale/flat/26243062/,19.0,5.0,0,16.0,9199000,косметический,1.0,34.2,1.0,1.5347926615094527,55.776051,37.626556,1
138,Ц,0,0,1,138,6.0,Ц,http://www.cian.ru/sale/flat/148224543/,29.0,6.0,0,5.0,9200000,косметический,1.0,44.0,1.0,1.7905159443563328,55.779423,37.627966,2
139,1,0,0,9,139,8.0,1,http://www.cian.ru/sale/flat/147901521/,19.0,11.0,0,17.0,9200000,косметический,1.0,38.0,1.0,7.01326701755396,55.74108,37.683877,1
140,2 лодж.,0,0,6,140,16.9,1,http://www.cian.ru/sale/flat/149566297/,67.1,15.0,0,10.0,115000000,отсутствует,0.0,142.1,1.0,5.709051697259224,55.734973,37.571013,3
141,Ц,0,0,5,141,25.0,1,http://www.cian.ru/sale/flat/51808784/,50.0,6.0,0,7.0,33000000,дизайнерский,1.0,75.0,1.0,4.336812468096517,55.743923,37.582655,3
142,1,0,0,3,142,20.0,1,http://www.cian.ru/sale/flat/149966887/,83.0,7.0,1,4.0,140670000,,,104.2,1.0,2.666656655783808,55.742772,37.598043,2
143,1,0,0,8,143,5.0,1,http://www.cian.ru/sale/flat/148533758/,27.0,7.0,0,9.0,9300000,евроремонт,1.0,42.0,1.0,9.504794190333907,55.776598,37.705634,2
144,Ц,0,0,9,144,,Ц,http://www.cian.ru/sale/flat/50961618/,,5.0,1,39.0,9327150,,,44.1,1.0,6.384452053704632,55.770244,37.564689,1
145,0,0,0,2,145,,1,http://www.cian.ru/sale/flat/149920195/,42.6,5.0,0,6.0,9356608,,0.0,42.6,1.0,5.845458443318635,55.776294,37.672163,1
146,0,0,0,1,146,8.0,Ц,http://www.cian.ru/sale/flat/150329842/,22.0,2.0,0,9.0,9390000,,1.0,37.0,1.0,6.518465413780656,55.774811,37.678559,2
147,0,0,0,4,147,,1,http://www.cian.ru/sale/flat/149031390/,41.2,6.0,1,,9395149,,,41.2,1.0,5.812966511764322,55.775753,37.671938,1
148,Ц,0,0,6,148,,Ц,http://www.cian.ru/sale/flat/50961263/,,5.0,1,39.0,9464000,,,45.5,1.0,6.384452053704632,55.770244,37.564689,1
149,Ц,0,0,1,149,6.0,Ц,http://www.cian.ru/sale/flat/149842937/,18.0,4.0,0,5.0,9500000,отсутствует,0.0,30.0,1.0,3.506675883527917,55.769707,37.591117,1
150,1,0,0,10,150,7.0,1,http://www.cian.ru/sale/flat/149414837/,27.0,10.0,0,12.0,9500000,косметический,1.0,45.0,1.0,5.8779018910975225,55.766724,37.673519,2
151,1,0,0,4,151,6.8,Ц,http://www.cian.ru/sale/flat/149146537/,29.0,15.0,0,5.0,9500000,косметический,1.0,45.0,1.0,5.82671350562364,55.771641,37.569926,2
152,1,0,0,11,152,7.5,1,http://www.cian.ru/sale/flat/150468272/,22.2,5.0,0,12.0,9500000,евроремонт,1.0,39.5,1.0,6.440164406734393,55.768061,37.678514,2
153,0,0,0,6,153,10.0,1,http://www.cian.ru/sale/flat/149951233/,20.0,5.0,0,18.0,9500000,,0.0,38.5,1.0,6.1553589028289935,55.746466,37.676412,1
