,Bal,Brick,District,Floor,ID,Kitsp,Lift,Link,Livesp,Metrdist,New,Nfloor,Price,Remont,Tel,Totsp,Walk,dist,lat,lon,rooms
1344,Ц,0,1,1,1344,,1,http://www.cian.ru/sale/flat/150150275/,16.7,15.0,1,7.0,9380725,,,36.4,1.0,5.920585122898985,55.781509,37.570465,1
1345,1,0,1,8,1345,17.9,Ц,http://www.cian.ru/sale/flat/139327916/,68.0,6.0,1,12.0,34833073,,,147.9,1.0,6.298493312547653,55.789588,37.568446,3
1346,1,0,1,14,1346,20.0,1,http://www.cian.ru/sale/flat/39118769/,103.0,,0,25.0,23100000,отсутствует,1.0,140.0,,13.768603795468453,55.853021,37.510906,3
1347,1,0,1,3,1347,,1,http://www.cian.ru/sale/flat/150873858/,,,1,9.0,3065900,,,26.7,,17.97796411405324,55.871854,37.474049,1
1348,1,0,1,4,1348,,1,http://www.cian.ru/sale/flat/150873861/,,,1,9.0,3118080,,,26.9,,17.97796411405324,55.871854,37.474049,1
1349,1,0,1,8,1349,,1,http://www.cian.ru/sale/flat/150348401/,,14.0,1,16.0,3511200,,,33.6,0.0,13.404355742302583,55.925023,37.548865,1
1350,1,0,1,8,1350,,1,http://www.cian.ru/sale/flat/150348419/,,14.0,1,16.0,3513150,,,33.3,0.0,13.404355742302583,55.925023,37.548865,1
1351,1,0,1,5,1351,,1,http://www.cian.ru/sale/flat/150348467/,,14.0,1,16.0,3521650,,,33.7,0.0,13.404355742302583,55.925023,37.548865,1
1352,1,0,1,9,1352,,1,http://www.cian.ru/sale/flat/149893405/,,20.0,1,17.0,3527832,,,27.6,1.0,17.983159458536715,55.869424,37.473391,1
1353,1,0,1,5,1353,,1,http://www.cian.ru/sale/flat/150348481/,,14.0,1,16.0,3597900,,,35.8,0.0,13.404355742302583,55.925023,37.548865,1
1354,Ц,0,1,2,1354,7.0,1,http://www.cian.ru/sale/flat/150404146/,19.0,15.0,0,9.0,3600000,косметический,,33.0,1.0,14.968597582265549,55.865626,37.502426,1
1355,1,0,1,2,1355,,1,http://www.cian.ru/sale/flat/150348527/,,14.0,1,16.0,3611850,,,36.3,0.0,13.404355742302583,55.925023,37.548865,1
1356,1,0,1,11,1356,,1,http://www.cian.ru/sale/flat/150348455/,,14.0,1,16.0,3743400,,,36.7,0.0,13.404355742302583,55.925023,37.548865,1
1357,1,0,1,6,1357,,1,http://www.cian.ru/sale/flat/150348353/,,14.0,1,16.0,3790400,,,36.8,0.0,13.404355742302583,55.925023,37.548865,1
1358,1,0,1,3,1358,,1,http://www.cian.ru/sale/flat/150348944/,,15.0,1,16.0,3838660,,,39.2,0.0,13.404355742302583,55.925023,37.548865,1
1359,0,0,1,1,1359,5.0,0,http://www.cian.ru/sale/flat/150784093/,17.0,15.0,0,5.0,3950000,,0.0,26.0,0.0,12.267326227397215,55.886393,37.54012,1
1360,1,0,1,11,1360,,1,http://www.cian.ru/sale/flat/149893413/,,20.0,1,17.0,3972297,,,30.1,1.0,17.983159458536715,55.869424,37.473391,1
1361,Ц,0,1,1,1361,3.0,1,http://www.cian.ru/sale/flat/150486088/,14.0,15.0,0,12.0,4000000,косметический,,20.0,1.0,8.186250334566889,55.823216,37.559011,1
1362,1,0,1,6,1362,11.3,1,http://www.cian.ru/sale/flat/150778409/,16.2,14.0,1,14.0,4000035,,,38.5,0.0,13.404355742302583,55.925023,37.548865,1
1363,0,0,1,4,1363,,1,http://www.cian.ru/sale/flat/148984143/,29.8,10.0,0,8.0,4023689,,0.0,29.8,0.0,10.45065673306075,55.861176,37.549417,1
1364,1,0,1,3,1364,,1,http://www.cian.ru/sale/flat/150348975/,,15.0,1,16.0,4173120,,,43.5,0.0,13.404355742302583,55.925023,37.548865,1
1365,1,0,1,8,1365,,1,http://www.cian.ru/sale/flat/150348973/,,15.0,1,16.0,4299570,,,42.6,0.0,13.404355742302583,55.925023,37.548865,1
1366,1,0,1,2,1366,12.3,1,http://www.cian.ru/sale/flat/150348782/,16.8,15.0,1,16.0,4343784,,,45.1,0.0,13.404355742302583,55.925023,37.548865,1
1367,Ц,0,1,6,1367,,1,http://www.cian.ru/sale/flat/149369355/,17.0,7.0,1,29.0,4350000,,,26.4,1.0,15.137054093389652,55.84073,37.494404,1
1368,1,0,1,16,1368,,1,http://www.cian.ru/sale/flat/150348922/,,15.0,1,16.0,4370445,,,44.4,0.0,13.404355742302583,55.925023,37.548865,1
1369,1,0,1,14,1369,,1,http://www.cian.ru/sale/flat/150348950/,,15.0,1,16.0,4376790,,,44.2,0.0,13.404355742302583,55.925023,37.548865,1
1370,1,0,1,16,1370,,1,http://www.cian.ru/sale/flat/146255990/,22.0,2.0,0,26.0,4400000,,,27.4,1.0,15.37370247622126,55.84024,37.492024,1
1371,Ц,0,1,1,1371,5.6,Ц,http://www.cian.ru/sale/flat/148704993/,18.9,,0,5.0,4400000,евроремонт,1.0,33.4,,10.98023567939809,55.840336,37.535511,1
1372,1,0,1,17,1372,10.5,1,http://www.cian.ru/sale/flat/150057239/,50.0,8.0,0,17.0,15300000,косметический,1.0,78.0,1.0,9.754488672322202,55.778553,37.534775,3
1373,1,0,1,3,1373,9.6,1,http://www.cian.ru/sale/flat/150065760/,19.0,14.0,0,16.0,7800000,дизайнерский,1.0,34.0,1.0,6.3074687694420035,55.802174,37.571641,1
1374,Ц,0,1,2,1374,,1,http://www.cian.ru/sale/flat/149517615/,,5.0,0,2.0,35543000,отсутствует,,106.0,1.0,4.826916157417847,55.781626,37.580894,свободна€планировка
1375,1,0,1,3,1375,,1,http://www.cian.ru/sale/flat/150873858/,,,1,9.0,3065900,,,26.7,,17.97796411405324,55.871854,37.474049,1
1376,1,0,1,4,1376,,1,http://www.cian.ru/sale/flat/150873861/,,,1,9.0,3118080,,,26.9,,17.97796411405324,55.871854,37.474049,1
1377,1,0,1,8,1377,,1,http://www.cian.ru/sale/flat/150348401/,,14.0,1,16.0,3511200,,,33.6,0.0,13.404355742302583,55.925023,37.548865,1
1378,1,0,1,8,1378,,1,http://www.cian.ru/sale/flat/150348419/,,14.0,1,16.0,3513150,,,33.3,0.0,13.404355742302583,55.925023,37.548865,1
1379,1,0,1,5,1379,,1,http://www.cian.ru/sale/flat/150348467/,,14.0,1,16.0,3521650,,,33.7,0.0,13.404355742302583,55.925023,37.548865,1
1380,1,0,1,9,1380,,1,http://www.cian.ru/sale/flat/149893405/,,20.0,1,17.0,3527832,,,27.6,1.0,17.983159458536715,55.869424,37.473391,1
1381,1,0,1,5,1381,,1,http://www.cian.ru/sale/flat/150348481/,,14.0,1,16.0,3597900,,,35.8,0.0,13.404355742302583,55.925023,37.548865,1
1382,Ц,0,1,2,1382,7.0,1,http://www.cian.ru/sale/flat/150404146/,19.0,15.0,0,9.0,3600000,косметический,,33.0,1.0,14.968597582265549,55.865626,37.502426,1
1383,1,0,1,2,1383,,1,http://www.cian.ru/sale/flat/150348527/,,14.0,1,16.0,3611850,,,36.3,0.0,13.404355742302583,55.925023,37.548865,1
1384,1,0,1,11,1384,,1,http://www.cian.ru/sale/flat/150348455/,,14.0,1,16.0,3743400,,,36.7,0.0,13.404355742302583,55.925023,37.548865,1
1385,1,0,1,6,1385,,1,http://www.cian.ru/sale/flat/150348353/,,14.0,1,16.0,3790400,,,36.8,0.0,13.404355742302583,55.925023,37.548865,1
1386,1,0,1,3,1386,,1,http://www.cian.ru/sale/flat/150348944/,,15.0,1,16.0,3838660,,,39.2,0.0,13.404355742302583,55.925023,37.548865,1
1387,0,0,1,1,1387,5.0,0,http://www.cian.ru/sale/flat/150784093/,17.0,15.0,0,5.0,3950000,,0.0,26.0,0.0,12.267326227397215,55.886393,37.54012,1
1388,1,0,1,11,1388,,1,http://www.cian.ru/sale/flat/149893413/,,20.0,1,17.0,3972297,,,30.1,1.0,17.983159458536715,55.869424,37.473391,1
1389,Ц,0,1,1,1389,3.0,1,http://www.cian.ru/sale/flat/150486088/,14.0,15.0,0,12.0,4000000,косметический,,20.0,1.0,8.186250334566889,55.823216,37.559011,1
1390,1,0,1,6,1390,11.3,1,http://www.cian.ru/sale/flat/150778409/,16.2,14.0,1,14.0,4000035,,,38.5,0.0,13.404355742302583,55.925023,37.548865,1
1391,0,0,1,4,1391,,1,http://www.cian.ru/sale/flat/148984143/,29.8,10.0,0,8.0,4023689,,0.0,29.8,0.0,10.45065673306075,55.861176,37.549417,1
1392,1,0,1,3,1392,,1,http://www.cian.ru/sale/flat/150348975/,,15.0,1,16.0,4173120,,,43.5,0.0,13.404355742302583,55.925023,37.548865,1
1393,1,0,1,8,1393,,1,http://www.cian.ru/sale/flat/150348973/,,15.0,1,16.0,4299570,,,42.6,0.0,13.404355742302583,55.925023,37.548865,1
1394,1,0,1,2,1394,12.3,1,http://www.cian.ru/sale/flat/150348782/,16.8,15.0,1,16.0,4343784,,,45.1,0.0,13.404355742302583,55.925023,37.548865,1
1395,Ц,0,1,6,1395,,1,http://www.cian.ru/sale/flat/149369355/,17.0,7.0,1,29.0,4350000,,,26.4,1.0,15.137054093389652,55.84073,37.494404,1
1396,1,0,1,16,1396,,1,http://www.cian.ru/sale/flat/150348922/,,15.0,1,16.0,4370445,,,44.4,0.0,13.404355742302583,55.925023,37.548865,1
1397,1,0,1,14,1397,,1,http://www.cian.ru/sale/flat/150348950/,,15.0,1,16.0,4376790,,,44.2,0.0,13.404355742302583,55.925023,37.548865,1
1398,1,0,1,16,1398,,1,http://www.cian.ru/sale/flat/146255990/,22.0,2.0,0,26.0,4400000,,,27.4,1.0,15.37370247622126,55.84024,37.492024,1
1399,Ц,0,1,1,1399,5.6,Ц,http://www.cian.ru/sale/flat/148704993/,18.9,,0,5.0,4400000,евроремонт,1.0,33.4,,10.98023567939809,55.840336,37.535511,1
1400,Ц,0,1,1,1400,,Ц,http://www.cian.ru/sale/flat/150112422/,28.0,15.0,1,7.0,9097475,,,35.0,1.0,5.940127221323635,55.781375,37.570258,1
1401,Ц,0,1,2,1401,,1,http://www.cian.ru/sale/flat/150150401/,7.9,15.0,1,7.0,9766295,,,35.4,1.0,5.920585122898985,55.781509,37.570465,1
1402,Ц,0,1,2,1402,16.0,1,http://www.cian.ru/sale/flat/148570300/,67.0,7.0,0,6.0,22000000,евроремонт,1.0,104.0,1.0,7.918668635311693,55.790388,37.553217,4
1403,1,0,1,3,1403,,1,http://www.cian.ru/sale/flat/150873858/,,,1,9.0,3065900,,,26.7,,17.97796411405324,55.871854,37.474049,1
1404,1,0,1,4,1404,,1,http://www.cian.ru/sale/flat/150873861/,,,1,9.0,3118080,,,26.9,,17.97796411405324,55.871854,37.474049,1
1405,1,0,1,8,1405,,1,http://www.cian.ru/sale/flat/150348401/,,14.0,1,16.0,3511200,,,33.6,0.0,13.404355742302583,55.925023,37.548865,1
1406,1,0,1,8,1406,,1,http://www.cian.ru/sale/flat/150348419/,,14.0,1,16.0,3513150,,,33.3,0.0,13.404355742302583,55.925023,37.548865,1
1407,1,0,1,5,1407,,1,http://www.cian.ru/sale/flat/150348467/,,14.0,1,16.0,3521650,,,33.7,0.0,13.404355742302583,55.925023,37.548865,1
1408,1,0,1,9,1408,,1,http://www.cian.ru/sale/flat/149893405/,,20.0,1,17.0,3527832,,,27.6,1.0,17.983159458536715,55.869424,37.473391,1
1409,1,0,1,5,1409,,1,http://www.cian.ru/sale/flat/150348481/,,14.0,1,16.0,3597900,,,35.8,0.0,13.404355742302583,55.925023,37.548865,1
1410,Ц,0,1,2,1410,7.0,1,http://www.cian.ru/sale/flat/150404146/,19.0,15.0,0,9.0,3600000,косметический,,33.0,1.0,14.968597582265549,55.865626,37.502426,1
1411,1,0,1,2,1411,,1,http://www.cian.ru/sale/flat/150348527/,,14.0,1,16.0,3611850,,,36.3,0.0,13.404355742302583,55.925023,37.548865,1
1412,1,0,1,11,1412,,1,http://www.cian.ru/sale/flat/150348455/,,14.0,1,16.0,3743400,,,36.7,0.0,13.404355742302583,55.925023,37.548865,1
1413,1,0,1,6,1413,,1,http://www.cian.ru/sale/flat/150348353/,,14.0,1,16.0,3790400,,,36.8,0.0,13.404355742302583,55.925023,37.548865,1
1414,1,0,1,3,1414,,1,http://www.cian.ru/sale/flat/150348944/,,15.0,1,16.0,3838660,,,39.2,0.0,13.404355742302583,55.925023,37.548865,1
1415,0,0,1,1,1415,5.0,0,http://www.cian.ru/sale/flat/150784093/,17.0,15.0,0,5.0,3950000,,0.0,26.0,0.0,12.267326227397215,55.886393,37.54012,1
1416,1,0,1,11,1416,,1,http://www.cian.ru/sale/flat/149893413/,,20.0,1,17.0,3972297,,,30.1,1.0,17.983159458536715,55.869424,37.473391,1
1417,Ц,0,1,1,1417,3.0,1,http://www.cian.ru/sale/flat/150486088/,14.0,15.0,0,12.0,4000000,косметический,,20.0,1.0,8.186250334566889,55.823216,37.559011,1
1418,1,0,1,6,1418,11.3,1,http://www.cian.ru/sale/flat/150778409/,16.2,14.0,1,14.0,4000035,,,38.5,0.0,13.404355742302583,55.925023,37.548865,1
1419,0,0,1,4,1419,,1,http://www.cian.ru/sale/flat/148984143/,29.8,10.0,0,8.0,4023689,,0.0,29.8,0.0,10.45065673306075,55.861176,37.549417,1
1420,1,0,1,3,1420,,1,http://www.cian.ru/sale/flat/150348975/,,15.0,1,16.0,4173120,,,43.5,0.0,13.404355742302583,55.925023,37.548865,1
1421,1,0,1,8,1421,,1,http://www.cian.ru/sale/flat/150348973/,,15.0,1,16.0,4299570,,,42.6,0.0,13.404355742302583,55.925023,37.548865,1
1422,1,0,1,2,1422,12.3,1,http://www.cian.ru/sale/flat/150348782/,16.8,15.0,1,16.0,4343784,,,45.1,0.0,13.404355742302583,55.925023,37.548865,1
1423,Ц,0,1,6,1423,,1,http://www.cian.ru/sale/flat/149369355/,17.0,7.0,1,29.0,4350000,,,26.4,1.0,15.137054093389652,55.84073,37.494404,1
1424,1,0,1,16,1424,,1,http://www.cian.ru/sale/flat/150348922/,,15.0,1,16.0,4370445,,,44.4,0.0,13.404355742302583,55.925023,37.548865,1
1425,1,0,1,14,1425,,1,http://www.cian.ru/sale/flat/150348950/,,15.0,1,16.0,4376790,,,44.2,0.0,13.404355742302583,55.925023,37.548865,1
1426,1,0,1,16,1426,,1,http://www.cian.ru/sale/flat/146255990/,22.0,2.0,0,26.0,4400000,,,27.4,1.0,15.37370247622126,55.84024,37.492024,1
1427,Ц,0,1,1,1427,5.6,Ц,http://www.cian.ru/sale/flat/148704993/,18.9,,0,5.0,4400000,евроремонт,1.0,33.4,,10.98023567939809,55.840336,37.535511,1
1428,Ц,0,1,18,1428,,1,http://www.cian.ru/sale/flat/150584368/,140.0,13.0,0,52.0,127008600,дизайнерский,1.0,190.0,1.0,11.545644807497755,55.79848,37.520671,4
1429,2 балк.,0,1,13,1429,6.0,1,http://www.cian.ru/sale/flat/150573100/,28.3,10.0,0,14.0,7700000,косметический,1.0,46.0,0.0,9.373751595150845,55.842757,37.553585,2
1430,Ц,0,1,2,1430,,Ц,http://www.cian.ru/sale/flat/145494628/,,2.0,0,26.0,9900000,,,70.7,1.0,15.37370247622126,55.84024,37.492024,2
1431,1,0,1,3,1431,,1,http://www.cian.ru/sale/flat/150873858/,,,1,9.0,3065900,,,26.7,,17.97796411405324,55.871854,37.474049,1
1432,1,0,1,4,1432,,1,http://www.cian.ru/sale/flat/150873861/,,,1,9.0,3118080,,,26.9,,17.97796411405324,55.871854,37.474049,1
1433,1,0,1,8,1433,,1,http://www.cian.ru/sale/flat/150348401/,,14.0,1,16.0,3511200,,,33.6,0.0,13.404355742302583,55.925023,37.548865,1
1434,1,0,1,8,1434,,1,http://www.cian.ru/sale/flat/150348419/,,14.0,1,16.0,3513150,,,33.3,0.0,13.404355742302583,55.925023,37.548865,1
1435,1,0,1,5,1435,,1,http://www.cian.ru/sale/flat/150348467/,,14.0,1,16.0,3521650,,,33.7,0.0,13.404355742302583,55.925023,37.548865,1
1436,1,0,1,9,1436,,1,http://www.cian.ru/sale/flat/149893405/,,20.0,1,17.0,3527832,,,27.6,1.0,17.983159458536715,55.869424,37.473391,1
1437,1,0,1,5,1437,,1,http://www.cian.ru/sale/flat/150348481/,,14.0,1,16.0,3597900,,,35.8,0.0,13.404355742302583,55.925023,37.548865,1
1438,Ц,0,1,2,1438,7.0,1,http://www.cian.ru/sale/flat/150404146/,19.0,15.0,0,9.0,3600000,косметический,,33.0,1.0,14.968597582265549,55.865626,37.502426,1
1439,1,0,1,2,1439,,1,http://www.cian.ru/sale/flat/150348527/,,14.0,1,16.0,3611850,,,36.3,0.0,13.404355742302583,55.925023,37.548865,1
1440,1,0,1,11,1440,,1,http://www.cian.ru/sale/flat/150348455/,,14.0,1,16.0,3743400,,,36.7,0.0,13.404355742302583,55.925023,37.548865,1
1441,1,0,1,6,1441,,1,http://www.cian.ru/sale/flat/150348353/,,14.0,1,16.0,3790400,,,36.8,0.0,13.404355742302583,55.925023,37.548865,1
1442,1,0,1,3,1442,,1,http://www.cian.ru/sale/flat/150348944/,,15.0,1,16.0,3838660,,,39.2,0.0,13.404355742302583,55.925023,37.548865,1
1443,0,0,1,1,1443,5.0,0,http://www.cian.ru/sale/flat/150784093/,17.0,15.0,0,5.0,3950000,,0.0,26.0,0.0,12.267326227397215,55.886393,37.54012,1
1444,1,0,1,11,1444,,1,http://www.cian.ru/sale/flat/149893413/,,20.0,1,17.0,3972297,,,30.1,1.0,17.983159458536715,55.869424,37.473391,1
1445,Ц,0,1,1,1445,3.0,1,http://www.cian.ru/sale/flat/150486088/,14.0,15.0,0,12.0,4000000,косметический,,20.0,1.0,8.186250334566889,55.823216,37.559011,1
1446,1,0,1,6,1446,11.3,1,http://www.cian.ru/sale/flat/150778409/,16.2,14.0,1,14.0,4000035,,,38.5,0.0,13.404355742302583,55.925023,37.548865,1
1447,0,0,1,4,1447,,1,http://www.cian.ru/sale/flat/148984143/,29.8,10.0,0,8.0,4023689,,0.0,29.8,0.0,10.45065673306075,55.861176,37.549417,1
1448,1,0,1,3,1448,,1,http://www.cian.ru/sale/flat/150348975/,,15.0,1,16.0,4173120,,,43.5,0.0,13.404355742302583,55.925023,37.548865,1
1449,1,0,1,8,1449,,1,http://www.cian.ru/sale/flat/150348973/,,15.0,1,16.0,4299570,,,42.6,0.0,13.404355742302583,55.925023,37.548865,1
1450,1,0,1,2,1450,12.3,1,http://www.cian.ru/sale/flat/150348782/,16.8,15.0,1,16.0,4343784,,,45.1,0.0,13.404355742302583,55.925023,37.548865,1
1451,Ц,0,1,6,1451,,1,http://www.cian.ru/sale/flat/149369355/,17.0,7.0,1,29.0,4350000,,,26.4,1.0,15.137054093389652,55.84073,37.494404,1
1452,1,0,1,16,1452,,1,http://www.cian.ru/sale/flat/150348922/,,15.0,1,16.0,4370445,,,44.4,0.0,13.404355742302583,55.925023,37.548865,1
1453,1,0,1,14,1453,,1,http://www.cian.ru/sale/flat/150348950/,,15.0,1,16.0,4376790,,,44.2,0.0,13.404355742302583,55.925023,37.548865,1
1454,1,0,1,16,1454,,1,http://www.cian.ru/sale/flat/146255990/,22.0,2.0,0,26.0,4400000,,,27.4,1.0,15.37370247622126,55.84024,37.492024,1
1455,Ц,0,1,1,1455,5.6,Ц,http://www.cian.ru/sale/flat/148704993/,18.9,,0,5.0,4400000,евроремонт,1.0,33.4,,10.98023567939809,55.840336,37.535511,1
1456,2 лодж.,0,1,42,1456,21.7,1,http://www.cian.ru/sale/flat/139872984/,45.0,13.0,0,50.0,59900000,евроремонт,1.0,105.0,0.0,11.545644807497755,55.79848,37.520671,3
1457,1,0,1,4,1457,22.0,1,http://www.cian.ru/sale/flat/149544744/,56.0,10.0,0,30.0,25700000,дизайнерский,1.0,82.0,1.0,7.6031766455268555,55.811103,37.561113,3
1458,1,0,1,18,1458,16.0,1,http://www.cian.ru/sale/flat/150021779/,18.0,15.0,0,33.0,9500000,отсутствует,,46.0,1.0,17.326097203780225,55.863631,37.478414,1
1459,1,0,1,3,1459,,1,http://www.cian.ru/sale/flat/150873858/,,,1,9.0,3065900,,,26.7,,17.97796411405324,55.871854,37.474049,1
1460,1,0,1,4,1460,,1,http://www.cian.ru/sale/flat/150873861/,,,1,9.0,3118080,,,26.9,,17.97796411405324,55.871854,37.474049,1
1461,1,0,1,8,1461,,1,http://www.cian.ru/sale/flat/150348401/,,14.0,1,16.0,3511200,,,33.6,0.0,13.404355742302583,55.925023,37.548865,1
1462,1,0,1,8,1462,,1,http://www.cian.ru/sale/flat/150348419/,,14.0,1,16.0,3513150,,,33.3,0.0,13.404355742302583,55.925023,37.548865,1
1463,1,0,1,5,1463,,1,http://www.cian.ru/sale/flat/150348467/,,14.0,1,16.0,3521650,,,33.7,0.0,13.404355742302583,55.925023,37.548865,1
1464,1,0,1,9,1464,,1,http://www.cian.ru/sale/flat/149893405/,,20.0,1,17.0,3527832,,,27.6,1.0,17.983159458536715,55.869424,37.473391,1
1465,1,0,1,5,1465,,1,http://www.cian.ru/sale/flat/150348481/,,14.0,1,16.0,3597900,,,35.8,0.0,13.404355742302583,55.925023,37.548865,1
1466,Ц,0,1,2,1466,7.0,1,http://www.cian.ru/sale/flat/150404146/,19.0,15.0,0,9.0,3600000,косметический,,33.0,1.0,14.968597582265549,55.865626,37.502426,1
1467,1,0,1,2,1467,,1,http://www.cian.ru/sale/flat/150348527/,,14.0,1,16.0,3611850,,,36.3,0.0,13.404355742302583,55.925023,37.548865,1
1468,1,0,1,11,1468,,1,http://www.cian.ru/sale/flat/150348455/,,14.0,1,16.0,3743400,,,36.7,0.0,13.404355742302583,55.925023,37.548865,1
1469,1,0,1,6,1469,,1,http://www.cian.ru/sale/flat/150348353/,,14.0,1,16.0,3790400,,,36.8,0.0,13.404355742302583,55.925023,37.548865,1
1470,1,0,1,3,1470,,1,http://www.cian.ru/sale/flat/150348944/,,15.0,1,16.0,3838660,,,39.2,0.0,13.404355742302583,55.925023,37.548865,1
1471,0,0,1,1,1471,5.0,0,http://www.cian.ru/sale/flat/150784093/,17.0,15.0,0,5.0,3950000,,0.0,26.0,0.0,12.267326227397215,55.886393,37.54012,1
1472,1,0,1,11,1472,,1,http://www.cian.ru/sale/flat/149893413/,,20.0,1,17.0,3972297,,,30.1,1.0,17.983159458536715,55.869424,37.473391,1
1473,Ц,0,1,1,1473,3.0,1,http://www.cian.ru/sale/flat/150486088/,14.0,15.0,0,12.0,4000000,косметический,,20.0,1.0,8.186250334566889,55.823216,37.559011,1
1474,1,0,1,6,1474,11.3,1,http://www.cian.ru/sale/flat/150778409/,16.2,14.0,1,14.0,4000035,,,38.5,0.0,13.404355742302583,55.925023,37.548865,1
1475,0,0,1,4,1475,,1,http://www.cian.ru/sale/flat/148984143/,29.8,10.0,0,8.0,4023689,,0.0,29.8,0.0,10.45065673306075,55.861176,37.549417,1
1476,1,0,1,3,1476,,1,http://www.cian.ru/sale/flat/150348975/,,15.0,1,16.0,4173120,,,43.5,0.0,13.404355742302583,55.925023,37.548865,1
1477,1,0,1,8,1477,,1,http://www.cian.ru/sale/flat/150348973/,,15.0,1,16.0,4299570,,,42.6,0.0,13.404355742302583,55.925023,37.548865,1
1478,1,0,1,2,1478,12.3,1,http://www.cian.ru/sale/flat/150348782/,16.8,15.0,1,16.0,4343784,,,45.1,0.0,13.404355742302583,55.925023,37.548865,1
1479,Ц,0,1,6,1479,,1,http://www.cian.ru/sale/flat/149369355/,17.0,7.0,1,29.0,4350000,,,26.4,1.0,15.137054093389652,55.84073,37.494404,1
1480,1,0,1,16,1480,,1,http://www.cian.ru/sale/flat/150348922/,,15.0,1,16.0,4370445,,,44.4,0.0,13.404355742302583,55.925023,37.548865,1
1481,1,0,1,14,1481,,1,http://www.cian.ru/sale/flat/150348950/,,15.0,1,16.0,4376790,,,44.2,0.0,13.404355742302583,55.925023,37.548865,1
1482,1,0,1,16,1482,,1,http://www.cian.ru/sale/flat/146255990/,22.0,2.0,0,26.0,4400000,,,27.4,1.0,15.37370247622126,55.84024,37.492024,1
1483,Ц,0,1,1,1483,5.6,Ц,http://www.cian.ru/sale/flat/148704993/,18.9,,0,5.0,4400000,евроремонт,1.0,33.4,,10.98023567939809,55.840336,37.535511,1
1484,Ц,0,1,2,1484,,1,http://www.cian.ru/sale/flat/149776445/,85.2,6.0,1,12.0,17730701,,,85.2,1.0,6.298493312547653,55.789588,37.568446,2
1485,1,0,1,8,1485,6.0,1,http://www.cian.ru/sale/flat/150707627/,18.0,15.0,0,9.0,6200000,косметический,1.0,31.0,1.0,16.95094608514606,55.846118,37.478136,1
1486,Ц,0,1,1,1486,10.3,1,http://www.cian.ru/sale/flat/150149926/,39.0,16.0,1,3.0,21155400,,,67.2,1.0,5.97277808987779,55.781438,37.569962,3
1487,1,0,1,3,1487,,1,http://www.cian.ru/sale/flat/150873858/,,,1,9.0,3065900,,,26.7,,17.97796411405324,55.871854,37.474049,1
1488,1,0,1,4,1488,,1,http://www.cian.ru/sale/flat/150873861/,,,1,9.0,3118080,,,26.9,,17.97796411405324,55.871854,37.474049,1
1489,1,0,1,8,1489,,1,http://www.cian.ru/sale/flat/150348401/,,14.0,1,16.0,3511200,,,33.6,0.0,13.404355742302583,55.925023,37.548865,1
1490,1,0,1,8,1490,,1,http://www.cian.ru/sale/flat/150348419/,,14.0,1,16.0,3513150,,,33.3,0.0,13.404355742302583,55.925023,37.548865,1
1491,1,0,1,5,1491,,1,http://www.cian.ru/sale/flat/150348467/,,14.0,1,16.0,3521650,,,33.7,0.0,13.404355742302583,55.925023,37.548865,1
1492,1,0,1,9,1492,,1,http://www.cian.ru/sale/flat/149893405/,,20.0,1,17.0,3527832,,,27.6,1.0,17.983159458536715,55.869424,37.473391,1
1493,1,0,1,5,1493,,1,http://www.cian.ru/sale/flat/150348481/,,14.0,1,16.0,3597900,,,35.8,0.0,13.404355742302583,55.925023,37.548865,1
1494,Ц,0,1,2,1494,7.0,1,http://www.cian.ru/sale/flat/150404146/,19.0,15.0,0,9.0,3600000,косметический,,33.0,1.0,14.968597582265549,55.865626,37.502426,1
1495,1,0,1,2,1495,,1,http://www.cian.ru/sale/flat/150348527/,,14.0,1,16.0,3611850,,,36.3,0.0,13.404355742302583,55.925023,37.548865,1
1496,1,0,1,11,1496,,1,http://www.cian.ru/sale/flat/150348455/,,14.0,1,16.0,3743400,,,36.7,0.0,13.404355742302583,55.925023,37.548865,1
1497,1,0,1,6,1497,,1,http://www.cian.ru/sale/flat/150348353/,,14.0,1,16.0,3790400,,,36.8,0.0,13.404355742302583,55.925023,37.548865,1
1498,1,0,1,3,1498,,1,http://www.cian.ru/sale/flat/150348944/,,15.0,1,16.0,3838660,,,39.2,0.0,13.404355742302583,55.925023,37.548865,1
1499,0,0,1,1,1499,5.0,0,http://www.cian.ru/sale/flat/150784093/,17.0,15.0,0,5.0,3950000,,0.0,26.0,0.0,12.267326227397215,55.886393,37.54012,1
1500,1,0,1,11,1500,,1,http://www.cian.ru/sale/flat/149893413/,,20.0,1,17.0,3972297,,,30.1,1.0,17.983159458536715,55.869424,37.473391,1
1501,Ц,0,1,1,1501,3.0,1,http://www.cian.ru/sale/flat/150486088/,14.0,15.0,0,12.0,4000000,косметический,,20.0,1.0,8.186250334566889,55.823216,37.559011,1
1502,1,0,1,6,1502,11.3,1,http://www.cian.ru/sale/flat/150778409/,16.2,14.0,1,14.0,4000035,,,38.5,0.0,13.404355742302583,55.925023,37.548865,1
1503,0,0,1,4,1503,,1,http://www.cian.ru/sale/flat/148984143/,29.8,10.0,0,8.0,4023689,,0.0,29.8,0.0,10.45065673306075,55.861176,37.549417,1
1504,1,0,1,3,1504,,1,http://www.cian.ru/sale/flat/150348975/,,15.0,1,16.0,4173120,,,43.5,0.0,13.404355742302583,55.925023,37.548865,1
